Pk,Year,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
perduwi01,1999,137,Will Perdue,C,33,SAS,12,86,6.9,0.547,0.000,0.182,13.4,25.0,19.6,0.0,0.0,0.8,20.2,8.6,0.1,0.2,0.2,0.130,-4.6,-0.1,-4.7,-0.1
perkisa01,1999,138,Sam Perkins,PF,37,IND,13,146,14.5,0.680,0.686,0.257,1.7,18.3,10.4,7.4,0.0,1.5,15.2,14.9,0.3,0.1,0.4,0.133,2.9,0.3,3.2,0.2
pippesc01,1999,139,Scottie Pippen*,SF,33,HOU,4,172,18.7,0.448,0.314,0.371,13.0,17.3,15.2,22.5,2.2,1.3,13.8,24.7,0.2,0.1,0.3,0.081,2.8,0.0,2.7,0.2
pollasc01,1999,140,Scot Pollard,C,23,SAC,5,74,13.9,0.670,0.000,0.556,7.7,9.7,8.7,2.4,2.9,5.6,15.2,8.2,0.1,0.1,0.2,0.140,-1.9,3.0,1.1,0.1
portete01,1999,141,Terry Porter,PG,35,MIA,5,139,16.1,0.583,0.375,0.469,2.8,14.3,8.6,23.5,1.3,0.0,17.2,17.6,0.2,0.1,0.3,0.110,1.4,0.2,1.6,0.1
pricebr01,1999,142,Brent Price,PG,30,HOU,4,98,17.1,0.619,0.583,0.250,3.4,5.6,4.5,24.2,2.2,0.8,18.4,15.0,0.3,0.0,0.2,0.116,2.4,0.4,2.8,0.1
ratlith01,1999,143,Theo Ratliff,PF,25,PHI,7,204,16.8,0.496,0.000,0.442,12.0,15.9,13.9,4.7,1.4,7.9,12.0,13.0,0.3,0.2,0.5,0.117,0.0,1.6,1.6,0.2
reiddo01,1999,144,Don Reid,PF,25,DET,4,21,14.3,0.667,0.000,0.000,12.2,13.4,12.8,8.3,0.0,0.0,0.0,7.4,0.1,0.0,0.1,0.165,2.5,-1.3,1.2,0.0
reidjr01,1999,145,J.R. Reid,PF,30,LAL,8,178,6.7,0.412,0.000,0.286,5.5,22.6,13.5,2.5,1.2,2.2,6.0,8.6,0.0,0.1,0.2,0.046,-4.0,0.8,-3.2,-0.1
ricegl01,1999,146,Glen Rice,SF,31,LAL,7,307,14.8,0.563,0.277,0.287,1.4,9.1,5.0,6.1,0.9,0.3,7.3,18.2,0.7,-0.1,0.6,0.096,2.5,-1.5,0.9,0.2
rideris01,1999,147,Isaiah Rider,SG,27,POR,13,426,17.9,0.551,0.160,0.436,5.0,9.5,7.3,16.2,1.5,0.0,14.5,26.6,0.8,0.2,1.0,0.109,2.3,-0.3,1.9,0.4
roberst01,1999,148,Stanley Roberts,C,28,HOU,3,20,-4.9,0.073,0.000,0.333,0.0,16.6,8.3,0.0,0.0,15.0,0.0,15.5,-0.1,0.0,-0.1,-0.228,-14.4,0.1,-14.3,-0.1
robincl02,1999,149,Clifford Robinson,SF,32,PHO,3,117,15.4,0.524,0.225,0.275,6.7,12.2,9.0,12.2,2.7,0.7,13.5,20.5,0.1,0.0,0.1,0.030,1.2,-1.0,0.1,0.1
robinda01,1999,150,David Robinson*,C,33,SAS,17,600,23.3,0.563,0.000,0.700,7.7,24.9,16.8,14.0,2.6,4.8,14.5,22.7,1.3,1.7,3.0,0.243,2.6,4.5,7.1,1.4
robingl01,1999,151,Glenn Robinson,SF,26,MIL,3,118,18.1,0.526,0.157,0.353,4.1,21.4,12.8,8.4,1.4,1.6,14.5,27.8,0.1,-0.1,0.0,0.018,2.0,-1.8,0.2,0.1
robinja02,1999,152,James Robinson,PG,28,MIN,4,10,-19.3,0.375,0.750,0.000,0.0,12.0,5.7,0.0,0.0,0.0,42.9,32.8,-0.1,0.0,-0.1,-0.503,-18.5,-8.2,-26.7,-0.1
rooksse01,1999,153,Sean Rooks,C,29,LAL,7,48,3.6,0.521,0.000,1.000,2.2,2.5,2.4,9.0,0.0,1.7,10.4,9.1,0.1,0.0,0.0,0.041,-6.2,0.6,-5.6,0.0
roseja01,1999,154,Jalen Rose,SF,26,IND,13,355,15.1,0.516,0.167,0.246,3.9,6.5,5.3,17.8,2.0,1.0,14.0,23.8,0.4,0.2,0.7,0.088,0.8,-0.1,0.7,0.2
rosema01,1999,155,Malik Rose,PF,24,SAS,17,194,6.6,0.465,0.000,0.684,11.2,12.9,12.1,2.6,2.0,1.5,16.8,15.2,0.0,0.4,0.4,0.100,-6.4,0.6,-5.8,-0.2
russebr01,1999,156,Bryon Russell,SF,28,UTA,11,387,14.5,0.508,0.313,0.313,5.4,14.8,10.2,6.3,2.9,0.4,7.8,17.6,0.5,0.6,1.1,0.132,0.9,1.6,2.5,0.4
sabonar01,1999,157,Arvydas Sabonis*,C,34,POR,13,392,17.5,0.493,0.044,0.381,3.9,31.9,18.1,14.9,2.2,3.1,12.6,19.2,0.3,0.7,1.0,0.128,1.0,2.6,3.6,0.6
schayda01,1999,158,Danny Schayes,C,39,ORL,1,8,-5.2,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,-0.170,-5.7,-2.9,-8.7,0.0
sealyma01,1999,159,Malik Sealy,SF,28,MIN,4,70,7.8,0.397,0.000,0.217,3.1,6.9,4.9,7.8,0.8,1.1,7.4,18.2,0.0,0.0,0.0,-0.009,-1.7,-1.1,-2.8,0.0
sheppje01,1999,160,Jeff Sheppard,SG,24,ATL,4,12,8.5,0.000,0.000,0.000,19.8,0.0,10.3,28.0,4.9,0.0,0.0,12.2,0.0,0.0,0.0,-0.077,0.0,0.7,0.7,0.0
smithjo02,1999,161,Joe Smith,C,23,MIN,4,120,9.5,0.359,0.000,0.297,9.0,16.0,12.3,7.2,0.9,5.1,10.7,18.3,-0.1,0.1,0.0,0.001,-2.5,0.0,-2.5,0.0
smithst01,1999,162,Steve Smith,SG,29,ATL,9,356,14.9,0.454,0.216,0.281,4.7,6.1,5.4,19.0,2.3,0.4,10.9,26.5,0.2,0.3,0.5,0.068,1.6,0.3,1.9,0.4
smitsri01,1999,163,Rik Smits,C,32,IND,13,293,15.4,0.491,0.000,0.136,6.9,19.4,13.4,6.8,1.1,3.7,13.8,29.3,0.0,0.4,0.3,0.051,-1.9,-0.6,-2.5,0.0
snower01,1999,164,Eric Snow,PG,25,PHI,8,306,14.0,0.496,0.148,0.307,1.0,11.3,6.0,31.0,1.5,0.3,20.0,18.5,0.3,0.1,0.4,0.061,-1.3,-0.3,-1.6,0.0
sprewla01,1999,165,Latrell Sprewell,SF,28,NYK,20,743,18.7,0.503,0.072,0.384,3.9,12.0,7.9,12.4,1.4,0.7,12.5,30.7,0.7,0.9,1.6,0.102,1.8,0.5,2.2,0.8
stackje01,1999,166,Jerry Stackhouse,SG,24,DET,5,124,10.1,0.479,0.174,0.304,3.1,5.7,4.3,9.2,1.0,0.7,16.1,25.9,-0.1,0.0,0.0,-0.014,-1.2,-2.4,-3.6,0.0
stockjo01,1999,167,John Stockton*,PG,36,UTA,11,352,18.1,0.487,0.114,0.438,3.8,8.1,6.0,48.2,2.8,0.2,19.8,21.3,0.4,0.4,0.8,0.116,2.8,0.7,3.6,0.5
stojape01,1999,168,Peja Stojaković,SF,21,SAC,5,108,8.2,0.439,0.538,0.115,12.7,7.8,10.3,3.3,1.5,0.0,18.0,14.2,0.0,0.0,0.0,0.003,-0.8,-2.3,-3.1,0.0
stoudda01,1999,169,Damon Stoudamire,PG,25,POR,13,403,11.6,0.458,0.171,0.264,2.2,10.3,6.3,36.9,1.1,0.2,20.9,22.5,-0.2,0.2,-0.1,-0.007,-0.4,-1.5,-1.9,0.0
stricma01,1999,170,Mark Strickland,PF,28,MIA,2,8,32.5,0.694,0.000,1.000,16.0,31.1,23.7,0.0,7.5,0.0,25.8,25.4,0.0,0.0,0.0,0.293,6.4,3.3,9.7,0.0
stronde01,1999,171,Derek Strong,PF,30,ORL,1,16,7.3,0.694,0.000,1.000,0.0,0.0,0.0,0.0,3.4,0.0,25.8,11.0,0.0,0.0,0.0,0.045,-4.6,0.1,-4.5,0.0
thomaku01,1999,172,Kurt Thomas,PF,26,NYK,20,419,10.1,0.414,0.000,0.195,11.1,21.2,16.1,3.0,2.0,2.4,12.9,17.3,-0.2,0.8,0.6,0.068,-3.7,1.3,-2.4,0.0
thomati01,1999,173,Tim Thomas,SF,21,MIL,3,60,9.3,0.494,0.111,0.667,8.1,16.0,12.1,3.0,0.9,1.6,17.7,22.5,0.0,-0.1,-0.1,-0.062,-3.7,-2.7,-6.5,-0.1
traylro01,1999,174,Robert Traylor,C,21,MIL,3,45,18.8,0.743,0.000,0.444,16.3,16.0,16.2,8.4,2.4,8.6,27.1,15.6,0.1,0.0,0.1,0.115,-3.0,3.3,0.3,0.0
vaughja01,1999,175,Jacque Vaughn,PG,23,UTA,2,6,25.7,0.750,0.500,0.000,0.0,0.0,0.0,67.3,0.0,0.0,0.0,16.0,0.1,0.0,0.1,0.450,10.2,2.3,12.5,0.0
vaughlo01,1999,176,Loy Vaught,PF,30,DET,2,15,12.5,0.500,0.000,0.000,0.0,9.4,4.5,0.0,4.0,0.0,0.0,13.8,0.0,0.0,0.0,0.095,-0.5,1.0,0.5,0.0
wallara01,1999,177,Rasheed Wallace,PF,24,POR,13,468,18.3,0.563,0.062,0.397,4.6,12.0,8.4,9.5,2.4,1.9,8.5,19.9,1.0,0.5,1.5,0.155,2.1,1.8,4.0,0.7
waltere01,1999,178,Rex Walters,SG,28,MIA,3,13,2.7,0.000,0.667,0.000,0.0,0.0,0.0,54.3,0.0,0.0,0.0,12.1,0.0,0.0,0.0,-0.177,-1.3,-2.9,-4.3,0.0
wardch01,1999,179,Charlie Ward,PG,28,NYK,20,494,13.1,0.477,0.602,0.086,3.0,8.5,5.7,25.5,4.0,0.5,19.9,12.0,0.3,0.9,1.2,0.115,-0.3,4.0,3.8,0.7
weathcl01,1999,180,Clarence Weatherspoon,SF,28,MIA,5,112,12.4,0.433,0.000,0.654,4.6,18.9,11.8,3.7,3.7,0.7,8.2,17.1,0.0,0.2,0.1,0.056,-1.3,0.4,-0.9,0.0
webbech01,1999,181,Chris Webber*,PF,25,SAC,5,192,12.4,0.407,0.088,0.313,7.7,21.2,14.3,21.4,2.5,1.8,18.0,26.6,-0.4,0.2,-0.2,-0.038,-2.0,0.3,-1.7,0.0
westma01,1999,182,Mark West,C,38,ATL,9,68,-1.4,0.340,0.000,0.400,5.3,11.3,8.2,5.3,1.7,1.1,33.8,12.8,-0.2,0.1,-0.1,-0.101,-10.4,1.4,-9.1,-0.1
wilkido01,1999,183,Dominique Wilkins*,SF,39,ORL,1,3,17.4,0.500,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.034,4.1,-3.2,0.9,0.0
willihe01,1999,184,Herb Williams,C,40,NYK,8,16,-4.8,0.200,0.000,0.000,0.0,23.2,11.5,0.0,0.0,0.0,0.0,15.4,-0.1,0.0,0.0,-0.130,-10.5,-2.1,-12.7,0.0
willija02,1999,185,Jason Williams,PG,23,SAC,5,163,11.9,0.511,0.644,0.200,1.4,11.7,6.5,22.3,2.6,0.4,21.0,17.5,0.1,0.1,0.2,0.052,-1.3,0.5,-0.7,0.1
willije01,1999,186,Jerome Williams,PF,25,DET,5,123,15.7,0.501,0.000,0.333,12.5,23.0,17.5,5.7,2.0,0.0,11.4,14.7,0.2,0.1,0.3,0.122,2.1,0.1,2.1,0.1
williwa02,1999,187,Walt Williams,SF,28,POR,13,185,9.8,0.491,0.552,0.241,3.4,7.3,5.4,11.9,2.2,1.3,14.6,20.2,0.0,0.1,0.1,0.028,0.1,0.4,0.6,0.1
willico02,1999,188,Corliss Williamson,SF,25,SAC,5,130,16.0,0.597,0.000,0.250,6.1,8.3,7.2,9.8,0.8,0.5,11.9,17.8,0.3,0.0,0.3,0.116,1.3,-0.8,0.5,0.1
workmha01,1999,189,Haywoode Workman,PG,33,MIL,3,53,6.1,0.477,0.273,0.545,2.3,4.5,3.4,21.7,3.1,0.0,33.9,18.6,-0.1,-0.1,-0.1,-0.134,-5.3,-2.1,-7.4,-0.1
anderde01,1998,1,Derek Anderson,SF,23,CLE,4,103,15.1,0.643,0.000,1.182,0.0,12.7,6.4,23.2,2.8,0.9,26.4,22.2,0.1,0.1,0.2,0.097,0.1,2.6,2.7,0.1
andergr01,1998,2,Greg Anderson,C,33,ATL,1,4,-11.0,0.000,,,0.0,64.9,31.9,0.0,0.0,19.3,53.2,23.6,-0.1,0.0,0.0,-0.531,-23.9,7.0,-16.9,0.0
andersh01,1998,3,Shandon Anderson,SG,24,UTA,20,378,11.6,0.562,0.107,0.359,8.8,11.2,10.1,9.2,0.7,0.2,20.1,19.4,0.1,0.5,0.5,0.065,-0.1,-0.8,-0.9,0.1
anthogr01,1998,4,Greg Anthony,PG,30,SEA,9,118,2.5,0.368,0.475,0.200,3.1,7.0,5.1,13.2,2.4,0.7,20.2,21.9,-0.4,0.0,-0.4,-0.161,-6.8,-3.2,-10.0,-0.2
armstbj01,1998,5,B.J. Armstrong,PG,30,CHH,9,146,9.4,0.423,0.119,0.095,1.7,6.7,4.3,21.2,2.4,0.0,12.1,17.2,-0.1,0.1,0.0,0.002,-1.8,0.1,-1.7,0.0
askinke01,1998,6,Keith Askins,SF,30,MIA,4,58,2.1,0.357,0.714,0.000,2.1,12.5,7.4,2.9,1.9,0.0,12.5,6.9,-0.1,0.1,0.0,0.011,-4.5,1.1,-3.4,0.0
augmost01,1998,7,Stacey Augmon,SG,29,POR,4,28,8.2,0.512,0.000,0.500,4.1,9.1,6.5,5.3,3.8,3.0,29.1,10.9,0.0,0.0,0.0,-0.025,-2.2,3.2,1.0,0.0
bakervi01,1998,8,Vin Baker,C,26,SEA,10,371,19.5,0.524,0.000,0.284,13.5,16.9,15.2,8.8,2.7,3.3,12.7,22.1,0.5,0.2,0.6,0.082,1.4,-0.2,1.3,0.3
barklch01,1998,9,Charles Barkley*,PF,34,HOU,4,87,16.2,0.558,0.087,0.913,6.1,21.6,13.4,9.9,3.1,0.0,15.7,20.8,0.1,0.2,0.2,0.120,-0.2,1.2,1.0,0.1
barrydr01,1998,10,Drew Barry,PG,24,ATL,2,5,-5.0,0.000,1.000,0.000,0.0,25.9,12.8,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,-0.180,-12.5,-2.8,-15.4,0.0
barryjo01,1998,11,Jon Barry,SG,28,LAL,7,18,-13.6,0.000,0.625,0.000,0.0,13.6,6.7,0.0,3.0,0.0,0.0,20.6,-0.2,0.0,-0.2,-0.426,-16.5,-3.9,-20.4,-0.1
beckco01,1998,12,Corey Beck,PG,26,CHH,6,26,19.2,0.582,0.167,0.167,4.8,0.0,2.4,0.0,8.8,0.0,18.9,30.7,0.0,0.1,0.0,0.050,0.2,5.6,5.7,0.1
bennema01,1998,13,Mario Bennett,PF,24,LAL,4,10,29.5,0.694,0.000,1.000,23.8,49.1,36.2,0.0,0.0,7.5,0.0,13.3,0.1,0.0,0.1,0.390,4.9,2.3,7.2,0.0
besttr01,1998,14,Travis Best,PG,25,IND,16,280,11.6,0.533,0.250,0.597,0.5,6.7,3.7,19.6,2.2,0.8,17.3,19.5,0.2,0.3,0.5,0.082,-1.5,0.6,-0.9,0.1
blaylmo01,1998,15,Mookie Blaylock,PG,30,ATL,4,153,21.1,0.506,0.509,0.226,4.9,11.9,8.3,40.1,3.4,0.5,13.4,22.1,0.3,0.2,0.6,0.185,5.0,2.2,7.2,0.4
blounco01,1998,16,Corie Blount,PF,29,LAL,12,209,12.3,0.537,0.000,0.458,13.6,23.5,18.5,4.9,1.6,1.4,9.4,7.1,0.4,0.1,0.5,0.114,-0.3,-0.3,-0.6,0.1
bowiean01,1998,17,Anthony Bowie,SG,34,NYK,7,23,3.1,0.500,0.000,0.000,0.0,0.0,0.0,7.5,2.4,0.0,20.0,10.5,0.0,0.0,0.0,0.007,-6.1,1.5,-4.6,0.0
brooksc01,1998,18,Scott Brooks,PG,32,CLE,1,8,14.9,0.532,0.000,2.000,0.0,0.0,0.0,44.9,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.189,2.4,-0.2,2.2,0.0
brownch01,1998,19,Chucky Brown,SF,29,ATL,4,50,10.2,0.504,0.133,0.133,2.5,13.0,7.7,14.8,0.0,0.0,11.2,18.0,0.0,0.0,0.1,0.067,-1.5,-0.3,-1.8,0.0
brownmi01,1998,20,Mike Brown,C-F,34,PHO,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.028,-7.8,-4.8,-12.6,0.0
brownpj01,1998,21,P.J. Brown,PF,28,MIA,5,190,11.6,0.493,0.000,0.595,9.8,18.4,14.1,4.0,2.1,1.3,11.4,13.8,0.1,0.3,0.4,0.089,-0.8,0.0,-0.7,0.1
brownra02,1998,22,Randy Brown,PG,29,CHI,14,71,2.5,0.307,0.000,0.500,5.0,11.0,7.9,18.7,1.6,0.0,32.3,14.5,-0.2,0.1,-0.1,-0.076,-6.8,-1.1,-7.8,-0.1
bryanko01,1998,23,Kobe Bryant*,SF,19,LAL,11,220,12.8,0.501,0.184,0.592,3.8,7.8,5.8,12.1,0.7,2.7,10.3,22.5,0.3,0.0,0.2,0.046,-0.2,-2.0,-2.2,0.0
bryanma01,1998,24,Mark Bryant,C,32,PHO,4,93,16.1,0.509,0.000,0.353,10.1,18.6,14.0,1.8,2.3,1.7,7.1,20.7,0.1,0.1,0.2,0.090,-1.2,0.0,-1.1,0.0
buechju01,1998,25,Jud Buechler,SF,29,CHI,16,64,10.8,0.500,0.455,0.000,7.4,14.2,10.7,7.3,2.7,1.3,8.3,8.9,0.1,0.1,0.2,0.137,-0.5,2.8,2.3,0.1
bullama01,1998,26,Matt Bullard,SF,30,HOU,5,70,9.8,0.450,0.556,0.111,4.5,8.4,6.4,13.8,0.8,0.0,0.0,12.8,0.1,0.1,0.1,0.086,1.1,-0.2,0.8,0.1
burresc01,1998,27,Scott Burrell,SF,27,CHI,21,261,13.5,0.514,0.274,0.151,5.0,16.0,10.2,6.6,4.2,0.9,12.4,16.2,0.2,0.5,0.7,0.132,-1.7,2.9,1.3,0.2
campbel01,1998,28,Elden Campbell,PF,29,LAL,13,180,14.6,0.515,0.000,0.667,11.2,19.1,15.1,7.2,0.9,5.0,16.5,20.3,0.1,0.1,0.2,0.059,-2.6,-0.5,-3.1,0.0
carran01,1998,29,Antoine Carr,PF,36,UTA,20,292,8.2,0.470,0.000,0.089,7.0,9.8,8.5,6.9,0.2,3.4,8.8,17.2,0.0,0.4,0.4,0.062,-3.7,0.4,-3.3,-0.1
cassesa01,1998,30,Sam Cassell,PG,28,NJN,3,26,4.4,0.333,0.000,0.000,5.2,9.1,7.3,30.5,0.0,2.9,18.2,20.4,0.0,0.0,-0.1,-0.113,-4.8,-1.6,-6.4,0.0
catoke01,1998,31,Kelvin Cato,C,23,POR,4,58,16.8,0.595,0.059,0.647,5.9,19.9,12.5,2.9,0.9,10.0,15.5,19.7,0.1,0.0,0.1,0.102,-2.9,3.4,0.5,0.0
causwdu01,1998,32,Duane Causwell,C,29,MIA,1,5,-4.8,,,,0.0,48.2,24.4,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,-0.223,-8.9,-0.5,-9.4,0.0
chapmre01,1998,33,Rex Chapman,SG,30,PHO,2,58,4.7,0.345,0.217,0.304,0.0,0.0,0.0,10.3,1.8,0.0,7.1,22.0,-0.1,0.0,-0.2,-0.126,-4.8,-3.1,-7.9,-0.1
childch01,1998,34,Chris Childs,PG,30,NYK,10,254,7.1,0.488,0.224,0.259,2.4,10.1,6.2,22.8,1.3,0.0,26.3,16.6,-0.2,0.2,0.0,-0.005,-3.4,-0.2,-3.6,-0.1
conloma01,1998,35,Marty Conlon,C,30,MIA,3,46,-0.3,0.444,0.000,0.286,2.7,7.9,5.3,11.7,1.2,1.8,43.2,15.1,-0.2,0.0,-0.1,-0.131,-7.1,0.0,-7.0,-0.1
corbity01,1998,36,Tyrone Corbin,SF,35,ATL,4,113,4.6,0.300,0.240,0.000,3.3,13.8,8.5,5.7,3.0,0.7,10.7,12.4,-0.2,0.2,0.0,-0.011,-5.3,1.2,-4.1,-0.1
crawfch01,1998,37,Chris Crawford,PF,22,ATL,1,4,13.2,1.136,,,31.4,32.4,31.9,0.0,0.0,19.3,69.4,36.2,0.0,0.0,0.0,-0.026,-13.9,7.1,-6.8,0.0
cummite01,1998,38,Terry Cummings,PF,36,NYK,8,120,9.4,0.426,0.000,0.235,11.4,25.6,18.4,7.7,1.8,1.5,15.7,17.9,-0.1,0.2,0.1,0.025,-4.4,0.9,-3.4,0.0
curlebi01,1998,39,Bill Curley,PF,25,MIN,2,7,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.039,-4.7,-2.2,-6.9,0.0
curryde01,1998,40,Dell Curry,SG,33,CHH,9,171,11.2,0.472,0.308,0.135,4.4,9.4,6.9,10.3,2.3,1.4,8.3,17.7,0.0,0.2,0.2,0.052,-1.1,1.3,0.2,0.1
davisan01,1998,41,Antonio Davis,PF,29,IND,16,459,14.2,0.555,0.000,1.033,10.8,19.4,15.2,5.3,1.5,3.1,15.9,17.1,0.6,0.7,1.3,0.135,-0.7,1.0,0.3,0.3
davisda01,1998,42,Dale Davis,C,28,IND,16,466,15.7,0.618,0.000,0.744,12.6,20.4,16.7,4.7,0.6,3.0,15.5,14.4,0.8,0.6,1.4,0.146,1.9,0.5,2.4,0.5
delnevi01,1998,43,Vinny Del Negro,SG,31,SAS,9,283,12.7,0.542,0.123,0.210,0.9,8.7,5.0,18.7,1.6,0.0,12.8,17.4,0.3,0.3,0.7,0.115,-1.4,2.0,0.6,0.2
divacvl01,1998,44,Vlade Divac*,C,29,CHH,9,345,15.5,0.512,0.011,0.379,9.1,26.0,17.6,15.8,1.2,3.2,17.8,18.0,0.1,0.5,0.6,0.088,0.4,2.2,2.5,0.4
douglsh01,1998,45,Sherman Douglas,PG,31,NJN,3,125,19.1,0.568,0.114,0.227,1.1,6.6,4.0,35.7,2.7,0.0,21.2,23.7,0.2,0.0,0.2,0.058,4.1,-0.7,3.4,0.2
drexlcl01,1998,46,Clyde Drexler*,SG,35,HOU,5,182,14.2,0.445,0.382,0.544,5.2,11.6,8.3,25.9,2.4,1.2,13.4,25.3,-0.1,0.3,0.2,0.043,1.1,0.9,1.9,0.2
dudlech02,1998,47,Chris Dudley,C,32,NYK,6,53,5.7,0.372,0.000,0.444,14.0,29.0,21.4,0.0,2.1,1.7,15.7,11.6,0.0,0.1,0.1,0.053,-7.5,0.5,-7.0,-0.1
duncati01,1998,48,Tim Duncan*,PF,21,SAS,9,374,20.4,0.559,0.007,0.429,6.7,18.2,12.8,9.3,0.7,4.3,13.1,24.8,0.6,0.7,1.2,0.155,2.3,1.6,3.8,0.5
eisleho01,1998,49,Howard Eisley,PG,25,UTA,20,366,11.3,0.428,0.216,0.104,1.4,11.3,6.6,39.4,1.8,1.1,19.2,21.7,-0.4,0.6,0.2,0.025,-0.4,0.6,0.2,0.2
eliema01,1998,50,Mario Elie,SF,34,HOU,5,133,8.0,0.533,0.333,0.333,2.4,8.8,5.4,8.8,0.8,0.0,13.9,12.8,0.0,0.1,0.1,0.052,-2.9,-0.2,-3.1,0.0
ellisda01,1998,51,Dale Ellis,SF,37,SEA,10,170,10.0,0.503,0.491,0.113,2.9,6.3,4.6,5.7,0.7,0.0,3.5,16.1,0.2,-0.1,0.1,0.027,0.4,-3.3,-2.8,0.0
evansbr01,1998,52,Brian Evans,SF,24,NJN,3,4,4.1,,,,0.0,29.6,15.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.002,-0.6,-1.7,-2.3,0.0
ewingpa01,1998,53,Patrick Ewing*,C,35,NYK,4,132,10.7,0.412,0.000,0.482,8.5,22.3,15.3,7.4,1.3,3.4,12.8,28.4,-0.3,0.2,-0.1,-0.033,-2.9,-1.0,-4.0,-0.1
ferryda01,1998,54,Danny Ferry,PF,31,CLE,3,10,-8.5,0.000,1.000,0.000,0.0,14.5,7.3,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,-0.217,-10.9,-4.5,-15.5,0.0
fishede01,1998,55,Derek Fisher,PG,23,LAL,13,278,12.6,0.483,0.294,0.426,0.9,10.2,5.4,27.3,3.3,0.0,15.7,16.0,0.3,0.1,0.4,0.061,-1.7,1.2,-0.5,0.1
fostegr01,1998,56,Greg Foster,C,29,UTA,20,335,5.6,0.465,0.023,0.058,7.6,16.1,12.1,2.6,0.3,1.2,16.9,15.5,-0.4,0.5,0.1,0.019,-4.8,-0.6,-5.5,-0.3
foxri01,1998,57,Rick Fox,SF,28,LAL,13,428,13.9,0.572,0.465,0.202,5.0,11.5,8.2,19.1,1.4,0.5,14.5,15.7,0.9,0.0,0.8,0.094,1.4,-0.2,1.2,0.3
garneke01,1998,58,Kevin Garnett*,PF,21,MIN,5,194,15.5,0.500,0.000,0.120,9.7,20.6,14.8,20.4,1.1,5.4,21.8,24.3,-0.1,0.1,0.0,-0.002,0.0,0.9,0.9,0.1
gatlich01,1998,59,Chris Gatling,PF,30,NJN,3,81,20.4,0.531,0.000,0.316,9.9,5.8,7.8,4.8,1.4,1.9,6.5,27.6,0.2,0.0,0.2,0.104,2.7,-1.6,1.0,0.1
gearyre01,1998,60,Reggie Geary,PG,24,SAS,7,46,5.8,0.514,0.571,0.571,0.0,4.9,2.6,21.0,1.2,0.0,18.6,11.3,0.0,0.0,0.1,0.071,-5.0,2.7,-2.3,0.0
geigema01,1998,61,Matt Geiger,C,28,CHH,4,22,-0.5,0.167,0.000,0.000,17.1,11.2,14.1,7.1,0.0,0.0,14.3,16.0,-0.1,0.0,-0.1,-0.173,-5.6,-5.1,-10.7,-0.1
gillke01,1998,62,Kendall Gill,SF,29,NJN,3,100,13.7,0.494,0.000,0.200,4.0,11.8,8.2,5.3,2.2,0.8,8.4,22.9,0.1,0.0,0.1,0.045,-1.7,0.0,-1.7,0.0
grantbr01,1998,63,Brian Grant,SF,25,POR,4,135,19.5,0.603,0.000,0.500,15.3,23.7,19.3,7.3,1.6,1.8,10.2,16.1,0.4,0.0,0.5,0.169,2.4,0.5,2.9,0.2
grantga01,1998,64,Gary Grant,PG,32,POR,4,27,13.0,0.357,0.571,0.000,8.5,14.2,11.2,38.4,1.9,3.1,22.2,14.8,0.0,0.0,0.0,0.010,2.4,0.8,3.2,0.0
hammoto01,1998,65,Tom Hammonds,PF,30,MIN,5,113,9.7,0.514,0.000,0.571,9.8,13.7,11.6,3.0,0.0,0.8,10.2,16.1,0.1,0.0,0.1,0.049,-2.8,-2.1,-4.9,-0.1
hardati01,1998,66,Tim Hardaway*,PG,31,MIA,5,222,21.7,0.589,0.415,0.394,1.7,7.6,4.7,34.1,1.5,0.0,14.0,28.8,0.6,0.2,0.8,0.166,7.7,-0.9,6.8,0.5
harpero01,1998,67,Ron Harper,PG,34,CHI,21,563,13.3,0.507,0.156,0.320,4.6,12.7,8.5,14.1,2.0,2.6,11.5,13.3,0.6,0.9,1.5,0.126,-0.1,2.4,2.3,0.6
harriot01,1998,68,Othella Harrington,PF,24,HOU,3,23,30.0,0.563,0.083,0.417,13.8,20.5,16.9,0.0,0.0,3.2,0.0,29.2,0.1,0.0,0.1,0.260,10.7,-0.1,10.6,0.1
harrilu01,1998,69,Lucious Harris,SG,27,NJN,3,52,5.3,0.521,0.333,1.000,2.6,15.9,9.7,2.7,2.2,0.0,18.8,9.9,0.0,0.0,0.0,0.016,-6.6,2.0,-4.6,0.0
