Year,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,NRtg,Rel NRtg,Playoffs,SW,SL,Rtg
2013,Suns,25,57,0.305,5th of 5,-5.75,93.4,1.4,101.2,-4.7,108.1,2.2,-6.9,-6.9,Missed Playoffs,0,0,0.109
2007,Grizzlies,22,60,0.268,5th of 5,-4.44,93.6,1.7,106.9,0.4,112.3,5.8,-5.4,-5.4,Missed Playoffs,0,0,0.109
1995,Pistons,28,54,0.341,7th of 7,-7.08,93.2,0.3,105.1,-3.2,112.9,4.6,-7.8,-7.8,Missed Playoffs,0,0,0.109
2001,Grizzlies,23,59,0.28,7th of 7,-4.94,91.7,0.4,99.6,-3.4,105.8,2.8,-6.2,-6.2,Missed Playoffs,0,0,0.107
2017,Lakers,26,56,0.317,4th of 5,-6.29,98.5,2.1,106,-2.8,113,4.2,-7,-7.0,Missed Playoffs,0,0,0.107
2015,Magic,25,57,0.305,5th of 5,-5.87,93.8,-0.1,101.6,-4,107.7,2.1,-6.1,-6.1,Missed Playoffs,0,0,0.106
2018,Bulls,27,55,0.329,5th of 5,-6.84,98.3,1,103.8,-4.8,110.9,2.3,-7.1,-7.1,Missed Playoffs,0,0,0.104
2004,Wizards,25,57,0.305,6th of 7,-6.12,92.2,2.1,98.8,-4.1,104.8,1.9,-6,-6.0,Missed Playoffs,0,0,0.101
2020,Knicks,21,45,0.318,5th of 5,-6.72,98.6,-1.7,106.5,-4.1,113,2.4,-6.5,-6.3,Missed Playoffs,0,0,0.099
2014,Jazz,25,57,0.305,5th of 5,-6.27,91.4,-2.5,103.5,-3.2,111.3,4.6,-7.8,-7.8,Missed Playoffs,0,0,0.098
1991,Kings,25,57,0.305,7th of 7,-6.27,94.7,-3.1,102,-5.9,109.1,1.2,-7.1,-7.1,Missed Playoffs,0,0,0.098
1991,Heat,24,58,0.293,6th of 6,-5.91,99.3,1.5,102,-5.9,108.1,0.2,-6.1,-6.1,Missed Playoffs,0,0,0.096
2000,Grizzlies,22,60,0.268,7th of 7,-5.1,91,-2.1,102.3,-1.8,108.5,4.4,-6.2,-6.2,Missed Playoffs,0,0,0.095
2024,Raptors,25,57,0.305,5th of 5,-6.45,99.4,0.9,112.3,-3,118.8,3.5,-6.5,-6.5,Missed Playoffs,0,0,0.094
2008,Bucks,26,56,0.317,5th of 5,-6.92,91.3,-1.1,105.3,-2.2,112.8,5.3,-7.5,-7.5,Missed Playoffs,0,0,0.094
2003,Raptors,24,58,0.293,7th of 8,-6.1,89.9,-1.1,100.5,-3.1,107,3.4,-6.5,-6.5,Missed Playoffs,0,0,0.092
2002,Warriors,21,61,0.256,7th of 7,-4.8,94.5,3.8,102.8,-1.7,108.5,4,-5.7,-5.7,Missed Playoffs,0,0,0.092
2011,Nets,24,58,0.293,4th of 5,-6.28,89.9,-2.2,103.1,-4.2,109.9,2.6,-6.8,-6.8,Missed Playoffs,0,0,0.089
2014,Magic,23,59,0.28,5th of 5,-5.88,93.6,-0.3,101.7,-5,107.4,0.7,-5.7,-5.7,Missed Playoffs,0,0,0.088
2012,Cavaliers,21,45,0.318,5th of 5,-7.34,91.3,0,101.1,-3.5,108.9,4.3,-7.8,-7.8,Missed Playoffs,0,0,0.086
1997,Mavericks,24,58,0.293,4th of 7,-6.47,89,-1.1,101.1,-5.6,108.2,1.5,-7.1,-7.2,Missed Playoffs,0,0,0.085
2009,Thunder,23,59,0.28,5th of 5,-6.04,93.6,1.9,102.9,-5.4,109.4,1.1,-6.5,-6.5,Missed Playoffs,0,0,0.085
2008,Grizzlies,22,60,0.268,5th of 5,-5.76,95.3,2.9,105,-2.5,111.4,3.9,-6.4,-6.4,Missed Playoffs,0,0,0.081
2024,Spurs,22,60,0.268,5th of 5,-5.8,101.1,2.6,110,-5.3,116.4,1.1,-6.4,-6.4,Missed Playoffs,0,0,0.080
2018,Grizzlies,22,60,0.268,5th of 5,-5.81,94.9,-2.4,104.5,-4.1,111,2.4,-6.5,-6.5,Missed Playoffs,0,0,0.080
2006,Knicks,23,59,0.28,5th of 5,-6.3,90.8,0.3,104,-2.2,111,4.8,-7,-7.0,Missed Playoffs,0,0,0.079
2016,Suns,23,59,0.28,4th of 5,-6.32,98.5,2.7,102.2,-4.2,109,2.6,-6.8,-6.8,Missed Playoffs,0,0,0.079
1997,76ers,22,60,0.268,6th of 7,-5.89,95.3,5.2,104.6,-2.1,111.4,4.7,-6.8,-6.9,Missed Playoffs,0,0,0.079
1995,Wizards,21,61,0.256,7th of 7,-5.56,94.5,1.6,105.4,-2.9,111.3,3,-5.9,-5.9,Missed Playoffs,0,0,0.076
1994,76ers,25,57,0.305,6th of 7,-7.37,95.7,0.6,101.7,-4.6,109.7,3.4,-8,-8.0,Missed Playoffs,0,0,0.075
2008,Knicks,23,59,0.28,5th of 5,-6.55,91.6,-0.8,104.7,-2.8,111.9,4.4,-7.2,-7.2,Missed Playoffs,0,0,0.074
2008,Clippers,23,59,0.28,5th of 5,-6.56,92.1,-0.3,101.2,-6.3,109.1,1.6,-7.9,-7.9,Missed Playoffs,0,0,0.074
1999,Nuggets,14,36,0.28,6th of 7,-6.67,90.5,1.6,103.1,0.9,110.4,8.2,-7.3,-7.3,Missed Playoffs,0,0,0.071
2004,Bulls,23,59,0.28,8th of 8,-6.69,92.2,2.1,96.6,-6.3,103.4,0.5,-6.8,-6.8,Missed Playoffs,0,0,0.071
1994,Wizards,24,58,0.293,7th of 7,-7.13,95.9,0.8,104.5,-1.8,112.2,5.9,-7.7,-7.7,Missed Playoffs,0,0,0.071
2008,Timberwolves,22,60,0.268,4th of 5,-6.26,91.9,-0.5,103.8,-3.7,111.2,3.7,-7.4,-7.4,Missed Playoffs,0,0,0.071
2011,Raptors,22,60,0.268,5th of 5,-6.28,92.9,0.8,106.1,-1.2,112.9,5.6,-6.8,-6.8,Missed Playoffs,0,0,0.070
2002,Grizzlies,23,59,0.28,7th of 7,-6.74,91.1,0.4,98.2,-6.3,106.3,1.8,-8.1,-8.1,Missed Playoffs,0,0,0.070
2022,TrailBlazers,27,55,0.329,4th of 5,-8.55,98.3,0.1,107.8,-4.2,116.9,4.9,-9.1,-9.1,Missed Playoffs,0,0,0.069
1993,Wizards,22,60,0.268,7th of 7,-6.49,97.7,0.9,103.6,-4.4,110.8,2.8,-7.2,-7.2,Missed Playoffs,0,0,0.066
2015,Lakers,21,61,0.256,5th of 5,-6.17,94,0.1,103.4,-2.2,110.6,5,-7.2,-7.2,Missed Playoffs,0,0,0.064
2020,Hawks,20,47,0.299,5th of 5,-7.71,103,2.7,107.2,-3.4,114.8,4.2,-7.6,-7.4,Missed Playoffs,0,0,0.063
1992,Nuggets,24,58,0.293,4th of 6,-7.59,98.6,2,100.7,-7.5,108.6,0.4,-7.9,-7.9,Missed Playoffs,0,0,0.061
1997,Nuggets,21,61,0.256,5th of 7,-6.4,92.4,2.3,104.5,-2.2,111.2,4.5,-6.7,-6.8,Missed Playoffs,0,0,0.059
2021,Cavaliers,22,50,0.306,4th of 5,-8.19,97.3,-1.9,105.8,-6.5,114.4,2.1,-8.6,-8.6,Missed Playoffs,0,0,0.059
2011,Wizards,23,59,0.28,5th of 5,-7.3,93.8,1.7,102.4,-4.9,110.2,2.9,-7.8,-7.8,Missed Playoffs,0,0,0.058
2020,Cavaliers,19,46,0.292,5th of 5,-7.77,98.7,-1.6,107.5,-3.1,115.4,4.8,-7.9,-7.7,Missed Playoffs,0,0,0.057
2022,Pistons,23,59,0.28,5th of 5,-7.36,98.4,0.2,106,-6,113.8,1.8,-7.8,-7.8,Missed Playoffs,0,0,0.057
1992,Magic,21,61,0.256,7th of 7,-6.52,98,1.4,103.5,-4.7,110.5,2.3,-7,-7.0,Missed Playoffs,0,0,0.056
2022,Thunder,24,58,0.293,5th of 5,-7.9,98.5,0.3,104.6,-7.4,112.8,0.8,-8.2,-8.2,Missed Playoffs,0,0,0.055
1994,Bucks,20,62,0.244,6th of 7,-6.24,94.5,-0.6,102.5,-3.8,109.3,3,-6.8,-6.8,Missed Playoffs,0,0,0.053
1998,Mavericks,20,62,0.244,5th of 7,-6.33,89.9,-0.4,100.5,-4.5,107.2,2.2,-6.7,-6.7,Missed Playoffs,0,0,0.051
1994,Timberwolves,20,62,0.244,5th of 6,-6.55,94.7,-0.4,101.9,-4.4,109.2,2.9,-7.3,-7.3,Missed Playoffs,0,0,0.046
1992,Mavericks,22,60,0.268,5th of 6,-7.47,94.4,-2.2,103,-5.2,111.1,2.9,-8.1,-8.1,Missed Playoffs,0,0,0.046
2016,Nets,21,61,0.256,4th of 5,-7.12,95.2,-0.6,103.2,-3.2,110.9,4.5,-7.7,-7.7,Missed Playoffs,0,0,0.044
2017,Nets,20,62,0.244,5th of 5,-6.74,101.3,4.9,104.1,-4.7,110.7,1.9,-6.6,-6.6,Missed Playoffs,0,0,0.043
2023,Rockets,22,60,0.268,4th of 5,-7.62,99,-0.1,111.4,-3.4,119.3,4.5,-7.9,-7.9,Missed Playoffs,0,0,0.042
1996,Raptors,21,61,0.256,8th of 8,-7.2,93.2,1.4,103.8,-3.8,111.8,4.2,-8,-8.0,Missed Playoffs,0,0,0.042
2022,Magic,22,60,0.268,5th of 5,-7.67,99.2,1,104.5,-7.5,112.5,0.5,-8,-8.0,Missed Playoffs,0,0,0.041
2004,Magic,21,61,0.256,7th of 7,-7.25,90.8,0.7,102.7,-0.2,110.4,7.5,-7.7,-7.7,Missed Playoffs,0,0,0.041
2005,Hornets,18,64,0.22,4th of 5,-6.15,92.3,1.4,101.1,-5,107.5,1.4,-6.4,-6.4,Missed Playoffs,0,0,0.037
2013,Magic,20,62,0.244,5th of 5,-7.12,92.2,0.2,101.6,-4.3,109.1,3.2,-7.5,-7.5,Missed Playoffs,0,0,0.035
2005,Pelicans,18,64,0.22,5th of 5,-6.3,87.6,-3.3,99.7,-6.4,107.7,1.6,-8,-8.0,Missed Playoffs,0,0,0.033
2001,Wizards,19,63,0.232,7th of 7,-6.75,92.7,1.4,100.6,-2.4,107.8,4.8,-7.2,-7.2,Missed Playoffs,0,0,0.033
2011,Timberwolves,17,65,0.207,5th of 5,-5.97,96.5,4.4,104.2,-3.1,111.1,3.8,-6.9,-6.9,Missed Playoffs,0,0,0.031
2021,Magic,21,51,0.292,5th of 5,-9.02,98.7,-0.5,105.1,-7.2,114.5,2.2,-9.4,-9.4,Missed Playoffs,0,0,0.031
2009,Wizards,19,63,0.232,5th of 5,-6.98,91,-0.7,105.4,-2.9,113.6,5.3,-8.2,-8.2,Missed Playoffs,0,0,0.028
1990,Hornets,19,63,0.232,7th of 7,-7,98.1,-0.2,102,-6.1,109.9,1.8,-7.9,-7.9,Missed Playoffs,0,0,0.028
2019,Bulls,22,60,0.268,4th of 5,-8.32,99,-1,104.8,-5.6,113.2,2.8,-8.4,-8.4,Missed Playoffs,0,0,0.028
1994,Pistons,20,62,0.244,7th of 7,-7.46,94.2,-0.9,102.7,-3.6,110.9,4.6,-8.2,-8.2,Missed Playoffs,0,0,0.028
2021,Rockets,17,55,0.236,5th of 5,-7.5,101.4,2.2,107.1,-5.2,114.9,2.6,-7.8,-7.8,Missed Playoffs,0,0,0.021
1995,Timberwolves,21,61,0.256,6th of 6,-8.22,91.4,-1.5,102.6,-5.7,112.4,4.1,-9.8,-9.8,Missed Playoffs,0,0,0.021
2024,TrailBlazers,21,61,0.256,5th of 5,-8.29,97.2,-1.3,108.3,-7,117.5,2.2,-9.2,-9.2,Missed Playoffs,0,0,0.019
1998,Grizzlies,19,63,0.232,6th of 7,-7.47,92.1,1.8,104.1,-0.9,112,7,-7.9,-7.9,Missed Playoffs,0,0,0.018
2021,Thunder,22,50,0.306,5th of 5,-10.13,101,1.8,103.5,-8.8,114,1.7,-10.5,-10.5,Missed Playoffs,0,0,0.018
1997,Spurs,20,62,0.244,6th of 7,-7.93,87.3,-2.8,103.3,-3.4,112.3,5.6,-9,-9.1,Missed Playoffs,0,0,0.018
1999,Bulls,13,37,0.26,8th of 8,-8.58,88.1,-0.8,92.4,-9.8,103,0.8,-10.6,-10.6,Missed Playoffs,0,0,0.016
2008,SuperSonics,20,62,0.244,5th of 5,-8.04,96.3,3.9,100.5,-7,109.5,2,-9,-9.0,Missed Playoffs,0,0,0.015
1993,Timberwolves,19,63,0.232,5th of 6,-7.62,93.8,-3,103.6,-4.4,111.8,3.8,-8.2,-8.2,Missed Playoffs,0,0,0.015
2000,Warriors,19,63,0.232,6th of 7,-7.63,95.4,2.3,99.8,-4.3,108.4,4.3,-8.6,-8.6,Missed Playoffs,0,0,0.015
2002,Bulls,21,61,0.256,8th of 8,-8.52,90.5,-0.2,98.2,-6.3,107.6,3.1,-9.4,-9.4,Missed Playoffs,0,0,0.015
2022,Rockets,20,62,0.244,5th of 5,-8.26,100.9,2.7,108.4,-3.6,116.7,4.7,-8.3,-8.3,Missed Playoffs,0,0,0.011
2018,Suns,21,61,0.256,5th of 5,-8.8,100.3,3,103.5,-5.1,112.8,4.2,-9.3,-9.3,Missed Playoffs,0,0,0.009
2006,TrailBlazers,21,61,0.256,5th of 5,-8.91,87.6,-2.9,101.1,-5.1,111.9,5.7,-10.8,-10.8,Missed Playoffs,0,0,0.006
2020,Warriors,15,50,0.231,5th of 5,-8.12,100.3,0,105.2,-5.4,113.8,3.2,-8.6,-8.4,Missed Playoffs,0,0,0.004
2003,Nuggets,17,65,0.207,7th of 7,-7.41,91,0,92.2,-11.4,101.3,-2.3,-9.1,-9.1,Missed Playoffs,0,0,0.001
1997,Celtics,15,67,0.183,7th of 7,-6.62,95.8,5.7,103.9,-2.8,111.4,4.7,-7.5,-7.6,Missed Playoffs,0,0,-0.001
1998,Clippers,17,65,0.207,7th of 7,-7.53,92.4,2.1,103.3,-1.7,111.2,6.2,-7.9,-7.9,Missed Playoffs,0,0,-0.001
2013,Hornets,21,61,0.256,4th of 5,-9.29,91.5,-0.5,101.5,-4.4,111.5,5.6,-10,-10.0,Missed Playoffs,0,0,-0.001
2009,Clippers,19,63,0.232,4th of 5,-8.47,92.1,0.4,102.3,-6,111.7,3.4,-9.4,-9.4,Missed Playoffs,0,0,-0.003
2023,Spurs,22,60,0.268,5th of 5,-9.82,101.6,2.5,110.2,-4.6,120,5.2,-9.8,-9.8,Missed Playoffs,0,0,-0.003
1992,Timberwolves,15,67,0.183,6th of 6,-6.85,95.1,-1.5,105,-3.2,112.4,4.2,-7.4,-7.4,Missed Playoffs,0,0,-0.006
2023,Pistons,17,65,0.207,5th of 5,-7.73,99,-0.1,110.7,-4.1,118.9,4.1,-8.2,-8.2,Missed Playoffs,0,0,-0.006
2019,Suns,19,63,0.232,5th of 5,-8.61,100.5,0.5,105.9,-4.5,115.1,4.7,-9.2,-9.2,Missed Playoffs,0,0,-0.006
1990,Nets,17,65,0.207,6th of 6,-7.82,99.3,1,100.7,-7.4,108.6,0.5,-7.9,-7.9,Missed Playoffs,0,0,-0.007
2011,Cavaliers,19,63,0.232,5th of 5,-8.88,93,0.9,102.2,-5.1,111.8,4.5,-9.6,-9.6,Missed Playoffs,0,0,-0.011
2001,Warriors,17,65,0.207,7th of 7,-8.11,94.1,2.8,97.8,-5.2,107.4,4.4,-9.6,-9.6,Missed Playoffs,0,0,-0.013
1990,Magic,18,64,0.22,7th of 7,-8.73,104.1,5.8,105.8,-2.3,114.3,6.2,-8.5,-8.5,Missed Playoffs,0,0,-0.017
1998,Warriors,19,63,0.232,6th of 7,-9.2,91.4,1.1,95.8,-9.2,105.7,0.7,-9.9,-9.9,Missed Playoffs,0,0,-0.018
2024,Hornets,21,61,0.256,4th of 5,-10.12,97.3,-1.2,109.3,-6,119.8,4.5,-10.5,-10.5,Missed Playoffs,0,0,-0.019
1995,Clippers,17,65,0.207,7th of 7,-8.43,94.3,1.4,101.5,-6.8,111.1,2.8,-9.6,-9.6,Missed Playoffs,0,0,-0.020
2015,Timberwolves,16,66,0.195,5th of 5,-8,94.4,0.5,102.9,-2.7,112.2,6.6,-9.3,-9.3,Missed Playoffs,0,0,-0.020
2019,Cavaliers,19,63,0.232,5th of 5,-9.39,96.6,-3.4,107.7,-2.7,117.6,7.2,-9.9,-9.9,Missed Playoffs,0,0,-0.022
2009,Kings,17,65,0.207,5th of 5,-8.6,94.2,2.5,105.5,-2.8,114.7,6.4,-9.2,-9.2,Missed Playoffs,0,0,-0.024
2015,76ers,18,64,0.22,4th of 5,-9.04,95.7,1.8,95.5,-10.1,104.8,-0.8,-9.3,-9.3,Missed Playoffs,0,0,-0.024
1998,Raptors,16,66,0.195,8th of 8,-8.33,92.6,2.3,101.2,-3.8,111,6,-9.8,-9.8,Missed Playoffs,0,0,-0.027
2016,Lakers,17,65,0.207,5th of 5,-8.92,95.6,-0.2,101.6,-4.8,111.6,5.2,-10,-10.0,Missed Playoffs,0,0,-0.030
2019,Knicks,17,65,0.207,5th of 5,-8.93,99.6,-0.4,104.5,-5.9,113.7,3.3,-9.2,-9.2,Missed Playoffs,0,0,-0.031
1991,Nuggets,20,62,0.244,7th of 7,-10.31,113.7,15.9,105.2,-2.7,114.7,6.8,-9.5,-9.5,Missed Playoffs,0,0,-0.032
1996,76ers,18,64,0.22,7th of 7,-9.45,92.2,0.4,102.2,-5.4,113,5.4,-10.8,-10.8,Missed Playoffs,0,0,-0.032
1990,Heat,18,64,0.22,5th of 6,-9.59,101,2.7,99.3,-8.8,108.9,0.8,-9.6,-9.6,Missed Playoffs,0,0,-0.035
2000,Bulls,17,65,0.207,8th of 8,-9.23,89.4,-3.7,94.2,-9.9,104.6,0.5,-10.4,-10.4,Missed Playoffs,0,0,-0.037
2014,Bucks,15,67,0.183,5th of 5,-8.41,91.8,-2.1,103,-3.7,111.8,5.1,-8.8,-8.8,Missed Playoffs,0,0,-0.038
2008,Heat,15,67,0.183,5th of 5,-8.53,90.2,-2.2,100.5,-7,110,2.5,-9.5,-9.5,Missed Playoffs,0,0,-0.041
2015,Knicks,17,65,0.207,5th of 5,-9.5,91.2,-2.7,99.9,-5.7,110,4.4,-10.1,-10.1,Missed Playoffs,0,0,-0.042
2003,Cavaliers,17,65,0.207,8th of 8,-9.59,94,3,96.5,-7.1,106.7,3.1,-10.2,-10.2,Missed Playoffs,0,0,-0.044
2014,76ers,19,63,0.232,5th of 5,-10.66,99.2,5.3,99.4,-7.3,109.9,3.2,-10.5,-10.5,Missed Playoffs,0,0,-0.048
1999,Clippers,9,41,0.18,7th of 7,-8.94,89.5,0.6,100,-2.2,109.7,7.5,-9.7,-9.7,Missed Playoffs,0,0,-0.051
2010,Timberwolves,15,67,0.183,5th of 5,-9.06,96.1,3.4,101.7,-5.9,111.6,4,-9.9,-9.9,Missed Playoffs,0,0,-0.052
1994,Mavericks,13,69,0.159,6th of 6,-8.19,94.5,-0.6,100.4,-5.9,109.6,3.3,-9.2,-9.2,Missed Playoffs,0,0,-0.052
2001,Bulls,15,67,0.183,8th of 8,-9.09,89.3,-2,97.2,-5.8,107.3,4.3,-10.1,-10.1,Missed Playoffs,0,0,-0.052
2024,Wizards,15,67,0.183,5th of 5,-9.29,102.7,4.2,110.5,-4.8,119.6,4.3,-9.1,-9.1,Missed Playoffs,0,0,-0.056
2024,Pistons,14,68,0.171,5th of 5,-9.06,99.8,1.3,109.7,-5.6,118.8,3.5,-9.1,-9.1,Missed Playoffs,0,0,-0.061
1996,Grizzlies,15,67,0.183,7th of 7,-9.55,91,-0.8,97.6,-10,108.5,0.9,-10.9,-10.9,Missed Playoffs,0,0,-0.062
1999,Grizzlies,8,42,0.16,7th of 7,-8.94,89,0.1,98.4,-3.8,107.9,5.7,-9.5,-9.5,Missed Playoffs,0,0,-0.066
2010,Nets,12,70,0.146,5th of 5,-8.93,91.4,-1.3,100.6,-7,110.5,2.9,-9.9,-9.9,Missed Playoffs,0,0,-0.076
2005,Hawks,13,69,0.159,5th of 5,-9.62,91.4,0.5,100.6,-5.5,111.1,5,-10.5,-10.5,Missed Playoffs,0,0,-0.082
1997,Grizzlies,14,68,0.171,7th of 7,-10.17,88.4,-1.7,100.3,-6.4,111.8,5.1,-11.5,-11.6,Missed Playoffs,0,0,-0.084
2000,Clippers,15,67,0.183,7th of 7,-10.73,93.9,0.8,97.8,-6.3,110.1,6,-12.3,-12.3,Missed Playoffs,0,0,-0.086
2016,76ers,10,72,0.122,5th of 5,-9.92,97.9,2.1,98.8,-7.6,109.2,2.8,-10.4,-10.4,Missed Playoffs,0,0,-0.115
1998,Nuggets,11,71,0.134,7th of 7,-11.74,89.7,-0.6,99,-6,112.1,7.1,-13.1,-13.1,Missed Playoffs,0,0,-0.144
1993,Mavericks,11,71,0.134,6th of 6,-14.68,99.5,2.7,99.5,-8.5,114.7,6.7,-15.2,-15.2,Missed Playoffs,0,0,-0.205
2012,Hornets,7,59,0.106,5th of 5,-13.96,91.1,-0.2,95.2,-9.4,110.4,5.8,-15.2,-15.2,Missed Playoffs,0,0,-0.211
