Year,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,NRtg,Rel NRtg,Playoffs,SW,SL,Rtg
1992,SuperSonics,47,35,0.573,4th of 7,1.86,95.4,-1.2,110.7,2.5,108.8,0.6,1.9,1.9,2nd Rnd. Exit,1,1,0.484
2000,76ers,49,33,0.598,3rd of 7,1.02,92.7,-0.4,101.5,-2.6,100,-4.1,1.5,1.5,2nd Rnd. Exit,1,1,0.483
2024,76ers,47,35,0.573,3rd of 5,2.51,97.5,-1,116.9,1.6,113.8,-1.5,3.1,3.1,1st Rnd. Exit,0,1,0.482
1992,Pistons,48,34,0.585,3rd of 7,2.06,91.6,-5,107.5,-0.7,105.3,-2.9,2.2,2.2,1st Rnd. Exit,0,1,0.482
1996,Cavaliers,47,35,0.573,3rd of 8,2.49,82.3,-9.5,109.9,2.3,106.7,-0.9,3.2,3.2,1st Rnd. Exit,0,1,0.482
1995,TrailBlazers,44,38,0.537,4th of 7,3.8,93.8,0.9,109.7,1.4,105.7,-2.6,4,4.0,1st Rnd. Exit,0,1,0.482
2006,Clippers,47,35,0.573,2nd of 5,1.75,91.7,1.2,105.3,-0.9,103.6,-2.6,1.7,1.7,2nd Rnd. Exit,1,1,0.481
2001,Knicks,48,34,0.585,3rd of 7,1.98,86.7,-4.6,101.2,-1.8,98.2,-4.8,3,3.0,1st Rnd. Exit,0,1,0.480
2009,Hawks,47,35,0.573,2nd of 5,1.7,89.6,-2.1,109.3,1,107.6,-0.7,1.7,1.7,2nd Rnd. Exit,1,1,0.480
2001,Raptors,47,35,0.573,2nd of 8,1.69,90.9,-0.4,105.9,2.9,103.4,0.4,2.5,2.5,2nd Rnd. Exit,1,1,0.480
2002,SuperSonics,45,37,0.549,4th of 7,3.24,89,-1.7,108.9,4.4,105.6,1.1,3.3,3.3,1st Rnd. Exit,0,1,0.479
2018,Timberwolves,47,35,0.573,4th of 5,2.35,96,-1.3,113.4,4.8,111.1,2.5,2.3,2.3,1st Rnd. Exit,0,1,0.479
2024,Warriors,46,36,0.561,5th of 5,2.77,99.2,0.7,117.8,2.5,115.2,-0.1,2.6,2.6,Missed Playoffs,0,0,0.478
2011,TrailBlazers,48,34,0.585,3rd of 5,1.85,87.9,-4.2,108.8,1.5,107.1,-0.2,1.7,1.7,1st Rnd. Exit,0,1,0.478
2009,Pelicans,49,33,0.598,4th of 5,1.41,87.8,-3.9,108.7,0.4,107,-1.3,1.7,1.7,1st Rnd. Exit,0,1,0.478
2019,Spurs,48,34,0.585,2nd of 5,1.8,98.3,-1.7,112.9,2.5,111.2,0.8,1.7,1.7,1st Rnd. Exit,0,1,0.477
2021,TrailBlazers,42,30,0.583,3rd of 5,1.81,98.4,-0.8,117.8,5.5,116,3.7,1.8,1.8,1st Rnd. Exit,0,1,0.475
2013,Nets,49,33,0.598,2nd of 5,1.25,88.8,-3.2,108.2,2.3,106.2,0.3,2,2.0,1st Rnd. Exit,0,1,0.474
2022,Timberwolves,46,36,0.561,3rd of 5,2.53,100.9,2.7,114.3,2.3,111.7,-0.3,2.6,2.6,1st Rnd. Exit,0,1,0.473
2013,Warriors,47,35,0.573,2nd of 5,1.32,94.5,2.5,106.4,0.5,105.5,-0.4,0.9,0.9,2nd Rnd. Exit,1,1,0.472
1996,Pistons,46,36,0.561,5th of 8,2.45,87.7,-4.1,107.9,0.3,105.1,-2.5,2.8,2.8,1st Rnd. Exit,0,1,0.472
2021,Knicks,41,31,0.569,3rd of 5,2.13,95.9,-3.3,110.6,-1.7,108.2,-4.1,2.4,2.4,1st Rnd. Exit,0,1,0.471
2010,Heat,47,35,0.573,3rd of 5,1.99,89.6,-3.1,106.6,-1,104.1,-3.5,2.5,2.5,1st Rnd. Exit,0,1,0.471
2023,Suns,45,37,0.549,2nd of 5,2.08,98.2,-0.9,115.1,0.3,113,-1.8,2.1,2.1,2nd Rnd. Exit,1,1,0.471
2024,Kings,46,36,0.561,4th of 5,2.29,98.8,0.3,116.9,1.6,115.2,-0.1,1.7,1.7,Missed Playoffs,0,0,0.468
2001,Rockets,45,37,0.549,5th of 7,2.71,90.4,-0.9,106.7,3.7,104.2,1.2,2.5,2.5,Missed Playoffs,0,0,0.468
2001,Timberwolves,47,35,0.573,4th of 7,1.81,91.8,0.5,105.2,2.2,103.7,0.7,1.5,1.5,1st Rnd. Exit,0,1,0.468
1998,Knicks,43,39,0.524,2nd of 7,2.74,88.2,-2.1,103,-2,100.3,-4.7,2.7,2.7,2nd Rnd. Exit,1,1,0.467
2005,Grizzlies,45,37,0.549,4th of 5,2.64,88.5,-2.4,105.5,-0.6,102.9,-3.2,2.6,2.6,1st Rnd. Exit,0,1,0.467
2001,Hornets,46,36,0.561,3rd of 8,1.45,89.4,-1.9,101.8,-1.2,99.5,-3.5,2.3,2.3,2nd Rnd. Exit,1,1,0.466
1993,Jazz,47,35,0.573,3rd of 6,1.74,96.5,-0.3,109.6,1.6,107.4,-0.6,2.2,2.2,1st Rnd. Exit,0,1,0.466
2000,Kings,44,38,0.537,5th of 7,3.04,99.3,6.2,105,0.9,102.1,-2,2.9,2.9,1st Rnd. Exit,0,1,0.466
2006,Lakers,45,37,0.549,3rd of 5,2.53,90.9,0.4,108.4,2.2,105.7,-0.5,2.7,2.7,1st Rnd. Exit,0,1,0.464
2014,Bulls,48,34,0.585,2nd of 5,1.2,90.2,-3.7,102.5,-4.2,100.5,-6.2,2,2.0,1st Rnd. Exit,0,1,0.464
2018,Pacers,48,34,0.585,2nd of 5,1.18,96,-1.3,109.5,0.9,108.1,-0.5,1.4,1.4,1st Rnd. Exit,0,1,0.464
2015,Thunder,45,37,0.549,2nd of 5,2.47,95.7,1.8,107.8,2.2,105.5,-0.1,2.3,2.3,Missed Playoffs,0,0,0.463
1996,Hawks,46,36,0.561,4th of 8,1.29,89.6,-2.2,109.4,1.8,108,0.4,1.4,1.4,2nd Rnd. Exit,1,1,0.463
2019,Clippers,48,34,0.585,2nd of 5,1.09,101.7,1.7,112.4,2,111.5,1.1,0.9,0.9,1st Rnd. Exit,0,1,0.462
2003,Pelicans,47,35,0.573,3rd of 8,1.52,89.4,-1.6,103.9,0.3,101.6,-2,2.3,2.3,1st Rnd. Exit,0,1,0.462
2024,Magic,47,35,0.573,1st of 5,1.48,96.9,-1.6,113.4,-1.9,111.3,-4,2.1,2.1,1st Rnd. Exit,0,1,0.461
2004,Rockets,45,37,0.549,5th of 7,2.28,87.8,-2.3,100.9,-2,99,-3.9,1.9,1.9,1st Rnd. Exit,0,1,0.459
2012,Knicks,36,30,0.545,2nd of 5,2.39,93.2,1.9,104.4,-0.2,101,-3.6,3.4,3.4,1st Rnd. Exit,0,1,0.459
1993,Celtics,48,34,0.585,2nd of 7,0.93,94.9,-1.9,108.7,0.7,107.8,-0.2,0.9,0.9,1st Rnd. Exit,0,1,0.458
1994,Nets,45,37,0.549,3rd of 7,2.11,95.5,0.4,107.2,0.9,104.9,-1.4,2.3,2.3,1st Rnd. Exit,0,1,0.456
1999,Bucks,28,22,0.56,4th of 8,1.66,87,-1.9,104.9,2.7,103,0.8,1.9,1.9,1st Rnd. Exit,0,1,0.455
2009,Suns,46,36,0.561,2nd of 5,1.62,96,4.3,113.6,5.3,111.6,3.3,2,2.0,Missed Playoffs,0,0,0.454
1991,Warriors,44,38,0.537,4th of 7,1.72,103.6,5.8,111.9,4,110.3,2.4,1.6,1.6,2nd Rnd. Exit,1,1,0.454
2017,Thunder,47,35,0.573,2nd of 5,1.14,97.8,1.4,108.3,-0.5,107.5,-1.3,0.8,0.8,1st Rnd. Exit,0,1,0.454
2018,Nuggets,46,36,0.561,5th of 5,1.57,96.8,-0.5,112.5,3.9,111,2.4,1.5,1.5,Missed Playoffs,0,0,0.453
1995,Lakers,48,34,0.585,3rd of 7,-0.01,95.2,2.3,109.1,0.8,109.4,1.1,-0.3,-0.3,2nd Rnd. Exit,1,1,0.453
2023,Warriors,44,38,0.537,4th of 5,1.66,101.6,2.5,116.1,1.3,114.4,-0.4,1.7,1.7,2nd Rnd. Exit,1,1,0.453
2024,Lakers,47,35,0.573,3rd of 5,1.07,100.9,2.4,115.9,0.6,115.3,0,0.6,0.6,1st Rnd. Exit,0,1,0.452
1999,Suns,27,23,0.54,3rd of 7,2.15,90,1.1,105.8,3.6,103.3,1.1,2.5,2.5,1st Rnd. Exit,0,1,0.450
2010,Bucks,46,36,0.561,2nd of 5,1.37,91.7,-1,104.9,-2.7,103.1,-4.5,1.8,1.8,1st Rnd. Exit,0,1,0.449
1996,TrailBlazers,44,38,0.537,3rd of 7,2.21,92.6,0.8,106,-1.6,103.5,-4.1,2.5,2.5,1st Rnd. Exit,0,1,0.448
2011,Pelicans,46,36,0.561,3rd of 5,1.28,88.7,-3.4,106.2,-1.1,105.2,-2.1,1,1.0,1st Rnd. Exit,0,1,0.447
2007,Nuggets,45,37,0.549,2nd of 5,1.69,97.4,5.5,107.6,1.1,105.9,-0.6,1.7,1.7,1st Rnd. Exit,0,1,0.447
2012,Mavericks,36,30,0.545,3rd of 5,1.78,91.4,0.1,103.3,-1.3,102.3,-2.3,1,1.0,1st Rnd. Exit,0,1,0.446
2016,Pacers,45,37,0.549,2nd of 5,1.62,96.6,0.8,104.6,-1.8,102.9,-3.5,1.7,1.7,1st Rnd. Exit,0,1,0.445
2022,Cavaliers,44,38,0.537,3rd of 5,2.04,96.1,-2.1,111.9,-0.1,109.7,-2.3,2.2,2.2,Missed Playoffs,0,0,0.445
2023,Heat,44,38,0.537,1st of 5,-0.13,96.3,-2.8,113,-1.8,113.3,-1.5,-0.3,-0.3,Finals,3,1,0.444
2024,Heat,46,36,0.561,2nd of 5,1.1,96.2,-2.3,114,-1.3,112.2,-3.1,1.8,1.8,1st Rnd. Exit,0,1,0.444
1990,Knicks,45,37,0.549,3rd of 6,0.78,98.2,-0.1,109.4,1.3,108,-0.1,1.4,1.4,2nd Rnd. Exit,1,1,0.444
2005,Bulls,47,35,0.573,2nd of 5,0.65,92.4,1.5,101.4,-4.7,100.3,-5.8,1.1,1.1,1st Rnd. Exit,0,1,0.443
2011,Rockets,43,39,0.524,5th of 5,2.37,94.2,2.1,111.3,4,109,1.7,2.3,2.3,Missed Playoffs,0,0,0.443
2007,Raptors,47,35,0.573,1st of 5,0.61,92.6,0.7,107,0.5,106,-0.5,1,1.0,1st Rnd. Exit,0,1,0.443
2013,Lakers,45,37,0.549,3rd of 5,1.48,94.4,2.4,107.8,1.9,106.6,0.7,1.2,1.2,1st Rnd. Exit,0,1,0.442
2015,Wizards,46,36,0.561,2nd of 5,0.17,93.7,-0.2,103.7,-1.9,103,-2.6,0.7,0.7,2nd Rnd. Exit,1,1,0.440
1997,Wizards,44,38,0.537,4th of 7,1.77,92.4,2.3,106.6,-0.1,104.9,-1.8,1.7,1.6,1st Rnd. Exit,0,1,0.439
2016,TrailBlazers,44,38,0.537,2nd of 5,0.98,96,0.2,108.8,2.4,108,1.6,0.8,0.8,2nd Rnd. Exit,1,1,0.439
1990,Mavericks,47,35,0.573,3rd of 7,0.42,94.5,-3.8,107.2,-0.9,107.2,-0.9,0,0.0,1st Rnd. Exit,0,1,0.439
2005,Timberwolves,44,38,0.537,3rd of 5,1.73,89.1,-1.8,108.2,2.1,106.6,0.5,1.6,1.6,Missed Playoffs,0,0,0.438
1998,TrailBlazers,46,36,0.561,4th of 7,0.83,90,-0.3,104,-1,102.4,-2.6,1.6,1.6,1st Rnd. Exit,0,1,0.438
2006,Kings,44,38,0.537,4th of 5,1.61,91.9,1.4,106.7,0.5,105,-1.2,1.7,1.7,1st Rnd. Exit,0,1,0.436
2000,SuperSonics,45,37,0.549,4th of 7,1.17,93.4,0.3,105.6,1.5,104.6,0.5,1,1.0,1st Rnd. Exit,0,1,0.436
2003,Suns,44,38,0.537,4th of 7,1.57,91.5,0.5,103.7,0.1,102.5,-1.1,1.2,1.2,1st Rnd. Exit,0,1,0.435
2015,Pelicans,45,37,0.549,5th of 5,1.13,91.4,-2.5,108.2,2.6,107.3,1.7,0.9,0.9,1st Rnd. Exit,0,1,0.435
1992,Clippers,45,37,0.549,5th of 7,1.1,96.5,-0.1,105.8,-2.4,104.7,-3.5,1.1,1.1,1st Rnd. Exit,0,1,0.435
1994,Heat,42,40,0.512,4th of 7,2.4,93.8,-1.3,109.5,3.2,106.7,0.4,2.8,2.8,1st Rnd. Exit,0,1,0.434
2023,Lakers,43,39,0.524,5th of 5,0.43,101.3,2.2,114.5,-0.3,113.9,-0.9,0.6,0.6,Conf. Finals,2,1,0.434
1994,Nuggets,42,40,0.512,4th of 6,1.54,96.1,1,103.9,-2.4,102.3,-4,1.6,1.6,2nd Rnd. Exit,1,1,0.433
2023,Nets,45,37,0.549,4th of 5,1.03,98.3,-0.8,115,0.2,114.1,-0.7,0.9,0.9,1st Rnd. Exit,0,1,0.433
2003,Rockets,43,39,0.524,5th of 7,1.89,88.8,-2.2,104.3,0.7,102.6,-1,1.7,1.7,Missed Playoffs,0,0,0.433
1997,Cavaliers,42,40,0.512,5th of 8,2.32,82.9,-7.2,104.6,-2.1,102.4,-4.3,2.2,2.1,Missed Playoffs,0,0,0.432
1998,Nets,43,39,0.524,3rd of 7,1.88,91,0.7,108.3,3.3,106.6,1.6,1.7,1.7,1st Rnd. Exit,0,1,0.432
2002,Hornets,44,38,0.537,2nd of 8,0.57,89.7,-1,104.3,-0.2,103.3,-1.2,1,1.0,2nd Rnd. Exit,1,1,0.430
2014,Timberwolves,40,42,0.488,3rd of 5,3.1,97.3,3.4,108.9,2.2,106.2,-0.5,2.7,2.7,Missed Playoffs,0,0,0.430
2012,Magic,37,29,0.561,3rd of 5,0.46,89,-2.3,105,0.4,104.1,-0.5,0.9,0.9,1st Rnd. Exit,0,1,0.430
2010,Hornets,44,38,0.537,4th of 5,1.3,90.4,-2.3,104.4,-3.2,102.8,-4.8,1.6,1.6,1st Rnd. Exit,0,1,0.430
2021,Warriors,39,33,0.542,4th of 5,1.1,102.2,3,111.1,-1.2,110.1,-2.2,1,1.0,Missed Playoffs,0,0,0.429
2005,Pacers,44,38,0.537,3rd of 5,0.49,87.2,-3.7,105.5,-0.6,104.6,-1.5,0.9,0.9,2nd Rnd. Exit,1,1,0.429
2014,Wizards,44,38,0.537,2nd of 5,0.48,93.2,-0.7,106,-0.7,104.6,-2.1,1.4,1.4,2nd Rnd. Exit,1,1,0.429
2002,Magic,44,38,0.537,3rd of 7,1.25,93.2,2.5,107,2.5,105.3,0.8,1.7,1.7,1st Rnd. Exit,0,1,0.428
2012,Jazz,36,30,0.545,3rd of 5,0.92,91.4,0.1,106.8,2.2,106.1,1.5,0.7,0.7,1st Rnd. Exit,0,1,0.428
2004,Nuggets,43,39,0.524,6th of 7,1.65,93.3,3.2,103.9,1,102.7,-0.2,1.2,1.2,1st Rnd. Exit,0,1,0.428
2002,Jazz,44,38,0.537,4th of 7,1.21,90.3,-0.4,105.6,1.1,104.6,0.1,1,1.0,1st Rnd. Exit,0,1,0.428
2013,Bulls,45,37,0.549,2nd of 5,-0.02,89.3,-2.7,103.5,-2.4,103.2,-2.7,0.3,0.3,2nd Rnd. Exit,1,1,0.427
2008,Raptors,41,41,0.5,2nd of 5,2.47,90.2,-2.2,110.2,2.7,107,-0.5,3.2,3.2,1st Rnd. Exit,0,1,0.426
1990,Nuggets,43,39,0.524,4th of 7,1.56,105.4,7.1,108,-0.1,106.7,-1.4,1.3,1.3,1st Rnd. Exit,0,1,0.426
2022,Hawks,43,39,0.524,2nd of 5,1.55,97.7,-0.5,116.5,4.5,114.9,2.9,1.6,1.6,1st Rnd. Exit,0,1,0.426
2002,76ers,43,39,0.524,4th of 7,1.27,88.9,-1.8,102.1,-2.4,100.3,-4.2,1.8,1.8,1st Rnd. Exit,0,1,0.420
2022,Nets,44,38,0.537,4th of 5,0.82,99,0.8,113.6,1.6,112.8,0.8,0.8,0.8,1st Rnd. Exit,0,1,0.420
2005,Celtics,45,37,0.549,1st of 5,0.35,93.3,2.4,107.5,1.4,106.6,0.5,0.9,0.9,1st Rnd. Exit,0,1,0.419
1993,Nets,43,39,0.524,3rd of 7,1.2,96,-0.8,106.5,-1.5,105.2,-2.8,1.3,1.3,1st Rnd. Exit,0,1,0.418
1993,Hornets,44,38,0.537,3rd of 7,-0.02,100.2,3.4,109.5,1.5,109.7,1.7,-0.2,-0.2,2nd Rnd. Exit,1,1,0.418
2021,Grizzlies,38,34,0.528,2nd of 5,1.07,100.4,1.2,112,-0.3,111,-1.3,1,1.0,1st Rnd. Exit,0,1,0.418
2023,Pelicans,42,40,0.512,2nd of 5,1.63,99.1,0,114.4,-0.4,112.5,-2.3,1.9,1.9,Missed Playoffs,0,0,0.418
2006,Wizards,42,40,0.512,2nd of 5,1.57,92.3,1.8,109.3,3.1,107.3,1.1,2,2.0,1st Rnd. Exit,0,1,0.417
2008,Cavaliers,45,37,0.549,2nd of 5,-0.53,90.2,-2.2,106,-1.5,106.4,-1.1,-0.4,-0.4,2nd Rnd. Exit,1,1,0.416
2021,Heat,40,32,0.556,2nd of 5,-0.06,96.6,-2.6,111.2,-1.1,111.2,-1.1,0,0.0,1st Rnd. Exit,0,1,0.415
1998,Timberwolves,45,37,0.549,3rd of 7,0.17,92.6,2.3,107.8,2.8,107.1,2.1,0.7,0.7,1st Rnd. Exit,0,1,0.415
1996,Heat,42,40,0.512,3rd of 7,1.46,91.1,-0.7,105.3,-2.3,103.8,-3.8,1.5,1.5,1st Rnd. Exit,0,1,0.415
2001,SuperSonics,44,38,0.537,5th of 7,0.55,91.6,0.3,105.6,2.6,105.6,2.6,0,0.0,Missed Playoffs,0,0,0.414
2017,Grizzlies,43,39,0.524,3rd of 5,0.96,92.3,-4.1,107.7,-1.1,107.1,-1.7,0.6,0.6,1st Rnd. Exit,0,1,0.413
2022,Bulls,46,36,0.561,2nd of 5,-0.38,98.3,0.1,113.2,1.2,113.6,1.6,-0.4,-0.4,1st Rnd. Exit,0,1,0.413
2005,Wizards,45,37,0.549,2nd of 5,-0.71,93.3,2.4,107.2,1.1,107.5,1.4,-0.3,-0.3,2nd Rnd. Exit,1,1,0.413
1993,Pacers,41,41,0.5,5th of 7,1.77,96,-0.8,111.9,3.9,110.1,2.1,1.8,1.8,1st Rnd. Exit,0,1,0.412
2016,Pistons,44,38,0.537,3rd of 5,0.43,95.1,-0.7,106.1,-0.3,105.5,-0.9,0.6,0.6,1st Rnd. Exit,0,1,0.411
1990,Rockets,41,41,0.5,5th of 7,1.71,101.2,2.9,104.8,-3.3,103.4,-4.7,1.4,1.4,1st Rnd. Exit,0,1,0.411
1991,76ers,44,38,0.537,2nd of 6,-0.39,95.7,-2.1,107.9,0,108.1,0.2,-0.2,-0.2,2nd Rnd. Exit,1,1,0.410
1997,Magic,45,37,0.549,3rd of 7,-0.07,88.3,-1.8,105.6,-1.1,106,-0.7,-0.4,-0.5,1st Rnd. Exit,0,1,0.410
2006,Nuggets,44,38,0.537,1st of 5,0.36,93.9,3.4,105.5,-0.7,105.2,-1,0.3,0.3,1st Rnd. Exit,0,1,0.410
2023,Clippers,44,38,0.537,3rd of 5,0.31,98,-1.1,115,0.2,114.5,-0.3,0.5,0.5,1st Rnd. Exit,0,1,0.409
2006,Pacers,41,41,0.5,3rd of 5,1.62,89.7,-0.8,104.5,-1.7,102.4,-3.8,2.1,2.1,1st Rnd. Exit,0,1,0.409
1991,Hawks,43,39,0.524,4th of 7,0.72,98.6,0.8,110.9,3,110.1,2.2,0.8,0.8,1st Rnd. Exit,0,1,0.408
2023,Raptors,41,41,0.5,5th of 5,1.59,97.1,-2,115.5,0.7,114,-0.8,1.5,1.5,Missed Playoffs,0,0,0.408
2000,Pistons,42,40,0.512,4th of 8,1.13,95.7,2.6,107.3,3.2,105.8,1.7,1.5,1.5,1st Rnd. Exit,0,1,0.408
1998,Wizards,42,40,0.512,4th of 7,1.11,91.8,1.5,105.2,0.2,104.5,-0.5,0.7,0.7,Missed Playoffs,0,0,0.407
1995,Hawks,42,40,0.512,5th of 7,1.06,89.8,-3.1,106.6,-1.7,105.2,-3.1,1.4,1.4,1st Rnd. Exit,0,1,0.406
2018,Heat,44,38,0.537,1st of 5,0.15,95.6,-1.7,106.8,-1.8,106.3,-2.3,0.5,0.5,1st Rnd. Exit,0,1,0.406
1995,Cavaliers,43,39,0.524,4th of 7,0.55,84.8,-8.1,105.3,-3,104.6,-3.7,0.7,0.7,1st Rnd. Exit,0,1,0.405
1992,Pacers,40,42,0.488,4th of 7,1.85,99,2.4,111.7,3.5,109.9,1.7,1.8,1.8,1st Rnd. Exit,0,1,0.404
2022,Hornets,43,39,0.524,3rd of 5,0.53,100,1.8,114.1,2.1,113.7,1.7,0.4,0.4,Missed Playoffs,0,0,0.404
2018,Wizards,43,39,0.524,2nd of 5,0.53,96.6,-0.7,109.3,0.7,108.7,0.1,0.6,0.6,1st Rnd. Exit,0,1,0.404
2016,Jazz,40,42,0.488,3rd of 5,1.84,91,-4.8,105.9,-0.5,103.9,-2.5,2,2.0,Missed Playoffs,0,0,0.404
1990,SuperSonics,41,41,0.5,4th of 7,1.4,95.3,-3,110.9,2.8,109.8,1.7,1.1,1.1,Missed Playoffs,0,0,0.404
2009,Heat,43,39,0.524,3rd of 5,0.49,89.9,-1.8,107.8,-0.5,107.6,-0.7,0.2,0.2,1st Rnd. Exit,0,1,0.404
1993,Magic,41,41,0.5,4th of 7,1.35,96.3,-0.5,108.5,0.5,107.1,-0.9,1.4,1.4,Missed Playoffs,0,0,0.403
1999,Hornets,26,24,0.52,5th of 8,0.63,89.7,0.8,102.3,0.1,102.4,0.2,-0.1,-0.1,Missed Playoffs,0,0,0.403
2003,Celtics,44,38,0.537,3rd of 7,-0.75,90.9,-0.1,101.2,-2.4,101.6,-2,-0.4,-0.4,2nd Rnd. Exit,1,1,0.403
2021,Celtics,36,36,0.5,4th of 5,1.32,98.3,-0.9,114,1.7,112.5,0.2,1.5,1.5,1st Rnd. Exit,0,1,0.403
1991,SuperSonics,41,41,0.5,5th of 7,1.31,96.2,-1.6,109.7,1.8,108.5,0.6,1.2,1.2,1st Rnd. Exit,0,1,0.402
2000,Raptors,45,37,0.549,3rd of 8,-0.46,92.5,-0.6,104.7,0.6,104.9,0.8,-0.2,-0.2,1st Rnd. Exit,0,1,0.402
2001,Magic,43,39,0.524,4th of 7,0.39,93.2,1.9,103.2,0.2,102.1,-0.9,1.1,1.1,1st Rnd. Exit,0,1,0.401
2007,Warriors,42,40,0.512,3rd of 5,0,99.2,7.3,107,0.5,107.4,0.9,-0.4,-0.4,2nd Rnd. Exit,1,1,0.401
2024,Rockets,41,41,0.5,3rd of 5,1.24,99,0.5,114.5,-0.8,113.4,-1.9,1.1,1.1,Missed Playoffs,0,0,0.401
2013,Hawks,44,38,0.537,2nd of 5,-0.08,92.6,0.6,104.8,-1.1,104.4,-1.5,0.4,0.4,1st Rnd. Exit,0,1,0.401
2013,Jazz,43,39,0.524,3rd of 5,0.3,90.9,-1.1,106.7,0.8,106.8,0.9,-0.1,-0.1,Missed Playoffs,0,0,0.400
2004,Heat,42,40,0.512,2nd of 7,-0.13,88,-2.1,102.2,-0.7,101.7,-1.2,0.5,0.5,2nd Rnd. Exit,1,1,0.398
2012,Rockets,34,32,0.515,4th of 5,0.57,91.7,0.4,105.5,0.9,105.2,0.6,0.3,0.3,Missed Playoffs,0,0,0.398
2011,76ers,41,41,0.5,3rd of 5,1.01,91.7,-0.4,106.6,-0.7,105,-2.3,1.6,1.6,1st Rnd. Exit,0,1,0.396
2011,Hawks,44,38,0.537,3rd of 5,-1.1,89.3,-2.8,106.1,-1.2,107,-0.3,-0.9,-0.9,2nd Rnd. Exit,1,1,0.396
1995,Nuggets,41,41,0.5,4th of 6,0.96,91.5,-1.4,109.1,0.8,108.2,-0.1,0.9,0.9,1st Rnd. Exit,0,1,0.395
2023,Bulls,40,42,0.488,3rd of 5,1.37,98.5,-0.6,113.5,-1.3,112.2,-2.6,1.3,1.3,Missed Playoffs,0,0,0.394
2011,Knicks,42,40,0.512,2nd of 5,0.48,95.6,3.5,110.9,3.6,110.1,2.8,0.8,0.8,1st Rnd. Exit,0,1,0.394
2018,Bucks,44,38,0.537,3rd of 5,-0.45,96.2,-1.1,109.8,1.2,110.1,1.5,-0.3,-0.3,1st Rnd. Exit,0,1,0.393
2017,Heat,41,41,0.5,3rd of 5,0.77,95.2,-1.2,107.8,-1,106.7,-2.1,1.1,1.1,Missed Playoffs,0,0,0.391
2019,Magic,42,40,0.512,1st of 5,0.28,98.1,-1.9,108.9,-1.5,108.1,-2.3,0.8,0.8,1st Rnd. Exit,0,1,0.390
2005,Cavaliers,42,40,0.512,4th of 5,0.27,89.7,-1.2,106.6,0.5,105.7,-0.4,0.9,0.9,Missed Playoffs,0,0,0.390
2007,Lakers,42,40,0.512,2nd of 5,0.24,93.5,1.6,108.6,2.1,108.6,2.1,0,0.0,1st Rnd. Exit,0,1,0.389
1990,Hawks,41,41,0.5,6th of 7,0.64,95.8,-2.5,113,4.9,111.9,3.8,1.1,1.1,Missed Playoffs,0,0,0.388
1997,Pacers,39,43,0.476,6th of 8,1.49,89,-1.1,105.8,-0.9,104.7,-2,1.1,1.0,Missed Playoffs,0,0,0.388
2018,Clippers,42,40,0.512,2nd of 5,0.15,98.7,1.4,110.3,1.7,110.2,1.6,0.1,0.1,Missed Playoffs,0,0,0.387
1999,Kings,27,23,0.54,4th of 7,-0.89,96,7.1,102.7,0.5,103.1,0.9,-0.4,-0.4,1st Rnd. Exit,0,1,0.386
2022,Clippers,42,40,0.512,3rd of 5,0.09,98,-0.2,110.1,-1.9,110.1,-1.9,0,0.0,Missed Playoffs,0,0,0.386
2023,Thunder,40,42,0.488,3rd of 5,0.96,101.1,2,115.2,0.4,114.2,-0.6,1,1.0,Missed Playoffs,0,0,0.386
2014,Nets,44,38,0.537,2nd of 5,-1.58,91.4,-2.5,106.7,0,107.7,1,-1,-1.0,2nd Rnd. Exit,1,1,0.386
2006,Bulls,41,41,0.5,4th of 5,0.51,92.9,2.4,104,-2.2,103.4,-2.8,0.6,0.6,1st Rnd. Exit,0,1,0.386
2000,Magic,41,41,0.5,4th of 7,0.43,97.3,4.2,102.4,-1.7,101.7,-2.4,0.7,0.7,Missed Playoffs,0,0,0.384
2004,Bucks,41,41,0.5,4th of 8,0.42,91.6,1.5,106.5,3.6,105.4,2.5,1.1,1.1,1st Rnd. Exit,0,1,0.384
2010,Rockets,42,40,0.512,3rd of 5,-0.02,94,1.3,107.6,0,108,0.4,-0.4,-0.4,Missed Playoffs,0,0,0.384
2016,Mavericks,42,40,0.512,2nd of 5,-0.02,94.3,-1.5,106.7,0.3,107,0.6,-0.3,-0.3,1st Rnd. Exit,0,1,0.384
2000,Bucks,42,40,0.512,5th of 8,-0.06,92.7,-0.4,108.2,4.1,107.9,3.8,0.3,0.3,1st Rnd. Exit,0,1,0.383
2002,Pacers,42,40,0.512,4th of 8,-0.07,91.9,1.2,104.1,-0.4,103.8,-0.7,0.3,0.3,1st Rnd. Exit,0,1,0.383
2016,Rockets,41,41,0.5,4th of 5,0.34,97.6,1.8,108.3,1.9,108.1,1.7,0.2,0.2,1st Rnd. Exit,0,1,0.382
1993,Clippers,41,41,0.5,4th of 7,0.33,99.1,2.3,107.4,-0.6,107.1,-0.9,0.3,0.3,1st Rnd. Exit,0,1,0.382
2023,Hawks,41,41,0.5,2nd of 5,0.32,100.7,1.6,116.6,1.8,116.3,1.5,0.3,0.3,1st Rnd. Exit,0,1,0.382
2012,Suns,33,33,0.5,3rd of 5,0.29,92.6,1.3,106.2,1.6,106.5,1.9,-0.3,-0.3,Missed Playoffs,0,0,0.381
