Year,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
2005,89,Jared Jeffries,SF,23,WAS,10,10,247,24,49,0.490,3,6,0.500,21,43,0.488,0.520,13,17,0.765,19,22,41,18,9,9,13,34,64,jeffrja01
2005,90,Anthony Johnson,PG,30,IND,13,4,316,27,77,0.351,8,23,0.348,19,54,0.352,0.403,29,36,0.806,4,34,38,66,13,5,25,28,91,johnsan02
2005,91,DerMarr Johnson,SG,24,DEN,4,2,78,11,20,0.550,4,11,0.364,7,9,0.778,0.650,3,3,1.000,3,5,8,3,2,2,0,9,29,johnsde03
2005,92,Joe Johnson,SF,23,PHO,9,9,355,63,125,0.504,20,36,0.556,43,89,0.483,0.584,23,33,0.697,7,32,39,30,10,4,10,18,169,johnsjo02
2005,93,Dahntay Jones,SG,24,MEM,3,0,71,8,21,0.381,3,5,0.600,5,16,0.313,0.452,3,4,0.750,2,7,9,1,1,0,2,8,22,jonesda02
2005,94,Damon Jones,PG,28,MIA,15,15,498,62,129,0.481,39,91,0.429,23,38,0.605,0.632,18,30,0.600,3,38,41,60,7,0,17,24,181,jonesda01
2005,95,Eddie Jones,SF,33,MIA,15,15,601,71,156,0.455,32,80,0.400,39,76,0.513,0.558,31,42,0.738,10,77,87,39,18,9,22,57,205,jonesed02
2005,96,Fred Jones,SG,25,IND,13,0,234,16,54,0.296,9,23,0.391,7,31,0.226,0.380,12,13,0.923,1,22,23,13,8,2,15,13,53,jonesfr01
2005,97,James Jones,SF,24,IND,13,0,214,19,46,0.413,10,25,0.400,9,21,0.429,0.522,4,9,0.444,5,22,27,10,7,7,4,18,52,jonesja02
2005,98,Jason Kidd*,PG,31,NJN,4,4,182,26,67,0.388,11,30,0.367,15,37,0.405,0.470,6,11,0.545,10,26,36,29,10,0,9,16,69,kiddja01
2005,99,Kyle Korver,SF,23,PHI,5,5,147,8,28,0.286,7,24,0.292,1,4,0.250,0.411,2,2,1.000,3,10,13,8,4,1,8,18,25,korveky01
2005,100,Nenad Krstić,PF,21,NJN,4,4,154,27,48,0.563,0,0,,27,48,0.563,0.563,19,24,0.792,10,20,30,7,1,2,6,20,73,krstine01
2005,101,Christian Laettner,PF,35,MIA,13,0,136,12,24,0.500,0,1,0.000,12,23,0.522,0.500,5,6,0.833,3,22,25,7,4,0,6,17,29,laettch01
2005,102,Raef LaFrentz,PF,28,BOS,7,7,185,16,41,0.390,8,16,0.500,8,25,0.320,0.488,8,10,0.800,6,28,34,8,6,12,7,27,48,lafrera01
2005,103,Rashard Lewis,SF,25,SEA,8,8,312,43,106,0.406,5,25,0.200,38,81,0.469,0.429,44,50,0.880,11,32,43,13,3,3,16,25,135,lewisra02
2005,104,Shawn Marion,PF,26,PHO,15,15,635,108,223,0.484,18,43,0.419,90,180,0.500,0.525,30,39,0.769,46,131,177,23,21,26,21,47,264,mariosh01
2005,105,Kenyon Martin,PF,27,DEN,5,5,164,27,58,0.466,0,1,0.000,27,57,0.474,0.466,8,13,0.615,7,21,28,6,5,5,7,22,62,martike01
2005,106,Tony Massenburg,PF,37,SAS,9,0,28,1,6,0.167,0,0,,1,6,0.167,0.167,1,2,0.500,4,7,11,0,0,0,0,2,3,masseto01
2005,107,Walter McCarty,PF,30,PHO,8,0,55,2,9,0.222,2,6,0.333,0,3,0.000,0.333,0,2,0.000,0,6,6,3,2,2,1,13,6,mccarwa01
2005,108,Antonio McDyess,PF,30,DET,25,0,494,88,181,0.486,0,0,,88,181,0.486,0.486,25,36,0.694,46,101,147,19,14,23,25,78,201,mcdyean01
2005,109,Tracy McGrady*,SF,25,HOU,7,7,301,78,171,0.456,17,46,0.370,61,125,0.488,0.506,42,51,0.824,12,40,52,47,11,10,26,20,215,mcgratr01
2005,110,Aaron McKie,SG,32,PHI,5,0,85,3,7,0.429,1,3,0.333,2,4,0.500,0.500,0,0,,1,11,12,5,4,0,1,9,7,mckieaa01
2005,111,Darko Miličić,C,19,DET,9,0,21,2,7,0.286,0,0,,2,7,0.286,0.286,1,1,1.000,1,3,4,1,0,1,1,3,5,milicda01
2005,112,Andre Miller,PG,28,DEN,5,5,184,28,66,0.424,2,4,0.500,26,62,0.419,0.439,23,32,0.719,9,17,26,26,10,1,12,22,81,millean02
2005,113,Brad Miller,C,28,SAC,5,4,139,23,40,0.575,0,2,0.000,23,38,0.605,0.575,10,14,0.714,8,11,19,16,1,3,9,21,56,millebr01
2005,114,Mike Miller,SF,24,MEM,4,4,110,18,37,0.486,8,17,0.471,10,20,0.500,0.595,4,4,1.000,0,10,10,11,0,3,5,7,48,millemi01
2005,115,Reggie Miller*,SG,39,IND,13,13,430,62,143,0.434,21,66,0.318,41,77,0.532,0.507,48,51,0.941,4,36,40,20,10,1,21,28,193,millere01
2005,116,Yao Ming*,C,24,HOU,7,7,220,55,84,0.655,0,0,,55,84,0.655,0.655,40,55,0.727,23,31,54,5,2,19,19,31,150,mingya01
2005,117,Cuttino Mobley,SG,29,SAC,5,5,159,31,70,0.443,7,25,0.280,24,45,0.533,0.493,5,7,0.714,4,10,14,9,6,2,6,13,74,moblecu01
2005,118,Nazr Mohammed,C,27,SAS,23,23,528,66,125,0.528,1,1,1.000,65,124,0.524,0.532,30,47,0.638,75,79,154,8,14,23,24,65,163,mohamna01
2005,119,Alonzo Mourning*,C,34,MIA,15,2,254,31,44,0.705,0,0,,31,44,0.705,0.705,29,52,0.558,21,51,72,5,5,33,22,49,91,mournal01
2005,120,Ronald Murray,SG,25,SEA,4,0,62,4,19,0.211,0,2,0.000,4,17,0.235,0.211,4,7,0.571,2,4,6,5,0,2,2,8,12,murraro01
2005,121,Dikembe Mutombo*,C,38,HOU,7,0,101,6,11,0.545,0,0,,6,11,0.545,0.545,10,13,0.769,11,24,35,2,2,7,7,15,22,mutomdi01
2005,122,Eduardo Nájera,PF,28,DEN,2,0,13,0,2,0.000,0,0,,0,2,0.000,0.000,0,0,,1,1,2,1,0,0,1,1,0,najered01
2005,123,Steve Nash*,PG,30,PHO,15,15,610,140,269,0.520,21,54,0.389,119,215,0.553,0.559,57,62,0.919,9,63,72,170,14,3,70,36,358,nashst01
2005,124,Rasho Nesterović,C,28,SAS,15,0,114,5,12,0.417,0,0,,5,12,0.417,0.417,0,2,0.000,11,15,26,2,1,5,4,16,10,nestera01
2005,125,Andrés Nocioni,SF,25,CHI,6,6,202,27,67,0.403,6,17,0.353,21,50,0.420,0.448,17,23,0.739,8,41,49,14,1,6,11,20,77,nocioan01
2005,126,Moochie Norris,PG,31,HOU,2,0,7,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,0,0,0,0,0,0,norrimo01
2005,127,Dirk Nowitzki*,PF,26,DAL,13,13,551,103,256,0.402,10,30,0.333,93,226,0.412,0.422,92,111,0.829,25,106,131,43,18,21,33,42,308,nowitdi01
2005,128,Jermaine O'Neal,PF,26,IND,13,13,476,77,211,0.365,0,3,0.000,77,208,0.370,0.365,54,72,0.750,21,83,104,29,7,34,36,48,208,onealje01
2005,129,Shaquille O'Neal*,C,32,MIA,13,13,431,101,181,0.558,0,0,,101,181,0.558,0.558,50,106,0.472,19,83,102,25,5,19,42,52,252,onealsh01
2005,130,Greg Ostertag,C,31,SAC,2,0,26,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,4,5,9,0,1,2,2,4,6,ostergr01
2005,131,Bo Outlaw,PF,33,PHO,1,0,2,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,1,1,0,0,0,0,outlabo01
2005,132,Scott Padgett,PF,28,HOU,7,4,109,9,24,0.375,5,12,0.417,4,12,0.333,0.479,2,2,1.000,9,10,19,4,3,2,3,18,25,padgesc01
2005,133,Jannero Pargo,PG,25,CHI,5,0,76,18,51,0.353,13,32,0.406,5,19,0.263,0.480,3,5,0.600,1,4,5,10,3,0,8,14,52,pargoja01
2005,134,Tony Parker*,PG,22,SAS,23,23,858,166,366,0.454,9,48,0.188,157,318,0.494,0.466,55,87,0.632,13,53,66,100,17,2,71,69,396,parketo01
2005,135,Gary Payton*,PG,36,BOS,7,7,239,33,74,0.446,1,14,0.071,32,60,0.533,0.453,5,6,0.833,8,21,29,32,6,1,11,10,72,paytoga01
2005,136,Anthony Peeler,SG,35,WAS,7,0,43,1,9,0.111,0,3,0.000,1,6,0.167,0.111,2,2,1.000,0,7,7,3,1,0,3,4,4,peelean01
2005,137,Kendrick Perkins,C,20,BOS,6,0,28,4,5,0.800,0,0,,4,5,0.800,0.800,1,3,0.333,3,3,6,0,0,3,3,7,9,perkike01
2005,138,Wesley Person,SF,33,DEN,4,0,54,6,14,0.429,3,8,0.375,3,6,0.500,0.536,0,0,,1,0,1,1,1,0,1,0,15,persowe01
2005,139,Eric Piatkowski,SG,34,CHI,5,0,66,6,19,0.316,5,13,0.385,1,6,0.167,0.447,6,7,0.857,1,8,9,3,4,1,1,3,23,piatker01
2005,140,Paul Pierce*,SF,27,BOS,7,7,277,47,93,0.505,7,27,0.259,40,66,0.606,0.543,59,68,0.868,7,47,54,32,13,10,19,18,160,piercpa01
2005,141,Zoran Planinić,PG,22,NJN,3,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,planizo01
2005,142,Scot Pollard,C,29,IND,9,0,67,6,15,0.400,0,0,,6,15,0.400,0.400,1,2,0.500,4,7,11,1,1,0,4,9,13,pollasc01
2005,143,James Posey,SF,28,MEM,4,0,100,11,25,0.440,7,15,0.467,4,10,0.400,0.580,10,13,0.769,1,12,13,4,2,1,5,14,39,poseyja01
2005,144,Vitaly Potapenko,C,29,SEA,5,0,37,5,10,0.500,0,0,,5,10,0.500,0.500,0,0,,3,4,7,0,0,0,0,8,10,potapvi01
2005,145,Tayshaun Prince,SF,24,DET,25,25,1023,133,307,0.433,22,60,0.367,111,247,0.449,0.469,48,60,0.800,56,102,158,83,26,9,37,50,336,princta01
2005,146,Laron Profit,SF,27,WAS,3,0,5,0,2,0.000,0,0,,0,2,0.000,0.000,0,0,,0,1,1,1,0,0,0,0,0,profila01
2005,147,Vladimir Radmanović,PF,24,SEA,6,0,122,13,35,0.371,5,21,0.238,8,14,0.571,0.443,1,2,0.500,1,17,18,3,4,3,6,9,32,radmavl01
2005,148,Justin Reed,SF,23,BOS,6,0,22,2,6,0.333,0,2,0.000,2,4,0.500,0.333,3,4,0.750,0,1,1,0,0,0,2,2,7,reedju01
2005,149,Jared Reiner,C,22,CHI,3,0,7,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,2,1,3,0,0,0,1,3,0,reineja01
2005,150,Quentin Richardson,SG,24,PHO,15,15,564,62,154,0.403,32,82,0.390,30,72,0.417,0.506,23,36,0.639,24,53,77,25,19,3,15,53,179,richaqu01
2005,151,Luke Ridnour,PG,23,SEA,11,11,378,42,107,0.393,4,17,0.235,38,90,0.422,0.411,19,20,0.950,10,26,36,47,13,8,18,23,107,ridnolu01
2005,152,Clifford Robinson,PF,38,NJN,4,0,71,11,27,0.407,4,14,0.286,7,13,0.538,0.481,2,2,1.000,2,8,10,5,3,1,0,20,28,robincl02
2005,153,Glenn Robinson,SF,32,SAS,13,0,113,16,45,0.356,3,10,0.300,13,35,0.371,0.389,15,17,0.882,2,19,21,1,3,7,6,20,50,robingl01
2005,154,Rodney Rogers,PF,33,PHI,4,0,49,6,13,0.462,3,8,0.375,3,5,0.600,0.577,5,7,0.714,0,4,4,1,0,2,1,4,20,rogerro01
2005,155,Michael Ruffin,C,28,WAS,9,0,156,7,10,0.700,0,0,,7,10,0.700,0.700,9,16,0.563,15,22,37,9,3,3,4,33,23,ruffimi01
2005,156,Bryon Russell,SF,34,DEN,3,0,9,0,1,0.000,0,1,0.000,0,0,,0.000,3,3,1.000,0,0,0,0,0,0,0,0,3,russebr01
2005,157,John Salmons,SG,25,PHI,2,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,salmojo01
2005,158,Brian Scalabrine,PF,26,NJN,4,3,61,2,11,0.182,1,4,0.250,1,7,0.143,0.227,4,4,1.000,2,5,7,2,1,2,4,6,9,scalabr01
2005,159,Brian Skinner,C,28,SAC,4,1,47,4,8,0.500,0,0,,4,8,0.500,0.500,0,0,,6,5,11,2,2,4,5,5,8,skinnbr01
2005,160,Jabari Smith,PF,27,NJN,3,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0,smithja01
2005,161,Steve Smith,SG,35,MIA,3,0,8,0,2,0.000,0,0,,0,2,0.000,0.000,0,0,,0,0,0,0,0,0,0,0,0,smithst01
2005,162,Darius Songaila,PF,26,SAC,5,0,75,8,19,0.421,0,0,,8,19,0.421,0.421,4,5,0.800,6,8,14,3,2,1,2,14,20,songada01
2005,163,Jerry Stackhouse,SG,30,DAL,13,0,403,68,176,0.386,16,40,0.400,52,136,0.382,0.432,57,66,0.864,20,33,53,30,8,3,21,22,209,stackje01
2005,164,Peja Stojaković,SF,27,SAC,5,5,203,39,83,0.470,11,30,0.367,28,53,0.528,0.536,21,22,0.955,6,20,26,7,4,1,2,15,110,stojape01
2005,165,Amar'e Stoudemire,C,22,PHO,15,15,601,153,284,0.539,0,3,0.000,153,281,0.544,0.539,143,183,0.781,60,100,160,18,10,30,47,59,449,stoudam01
2005,166,Bob Sura,PG,31,HOU,7,7,182,20,46,0.435,7,13,0.538,13,33,0.394,0.511,8,12,0.667,6,21,27,14,7,0,11,15,55,surabo01
2005,167,Stromile Swift,PF,25,MEM,3,0,48,12,20,0.600,0,0,,12,20,0.600,0.600,4,7,0.571,7,7,14,1,1,0,2,3,28,swiftst01
2005,168,Jason Terry,PG,27,DAL,13,13,501,81,160,0.506,27,55,0.491,54,105,0.514,0.591,38,43,0.884,9,45,54,60,17,7,30,28,227,terryja01
2005,169,Billy Thomas,SF,29,NJN,2,0,2,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,0,0,0,0,0,0,thomabi01
2005,170,Etan Thomas,C,26,WAS,8,0,126,19,29,0.655,0,0,,19,29,0.655,0.655,10,22,0.455,12,24,36,2,0,7,9,23,48,thomaet01
2005,171,Kenny Thomas,PF,27,SAC,5,5,153,23,45,0.511,0,0,,23,45,0.511,0.511,14,20,0.700,17,27,44,12,4,2,8,22,60,thomake01
2005,172,Jamaal Tinsley,PG,26,IND,9,9,247,32,89,0.360,2,18,0.111,30,71,0.423,0.371,12,21,0.571,6,24,30,51,14,3,27,31,78,tinslja01
2005,173,Beno Udrih,PG,22,SAS,21,0,241,28,78,0.359,10,37,0.270,18,41,0.439,0.423,12,14,0.857,4,13,17,22,9,1,20,20,78,udrihbe01
2005,174,Keith Van Horn,PF,29,DAL,3,0,33,7,15,0.467,0,4,0.000,7,11,0.636,0.467,8,9,0.889,3,3,6,1,1,0,1,6,22,vanhoke01
2005,175,Dwyane Wade*,SG,23,MIA,14,14,571,136,281,0.484,1,10,0.100,135,271,0.498,0.486,111,139,0.799,23,57,80,93,22,16,62,43,384,wadedw01
2005,176,Antoine Walker,PF,28,BOS,6,6,224,43,104,0.413,7,19,0.368,36,85,0.424,0.447,7,11,0.636,16,28,44,14,7,6,18,19,100,walkean02
2005,177,Ben Wallace*,C,30,DET,25,25,979,102,212,0.481,0,4,0.000,102,208,0.490,0.481,47,102,0.461,95,187,282,25,43,59,30,65,251,wallabe01
2005,178,Rasheed Wallace,PF,30,DET,25,25,826,136,310,0.439,29,86,0.337,107,224,0.478,0.485,40,54,0.741,39,134,173,32,26,44,38,95,341,wallara01
2005,179,Earl Watson,PG,25,MEM,4,0,74,8,24,0.333,1,9,0.111,7,15,0.467,0.354,2,2,1.000,3,7,10,15,3,1,2,11,19,watsoea01
2005,180,Clarence Weatherspoon,PF,34,HOU,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,weathcl01
2005,181,Chris Webber*,PF,31,PHI,5,5,186,39,95,0.411,5,14,0.357,34,81,0.420,0.437,12,16,0.750,12,17,29,14,6,1,11,20,95,webbech01
2005,182,Bonzi Wells,SG,28,MEM,2,0,25,4,9,0.444,0,0,,4,9,0.444,0.444,6,6,1.000,0,4,4,3,2,1,1,1,14,wellsbo01
2005,183,David Wesley,SG,34,HOU,7,7,280,19,54,0.352,10,21,0.476,9,33,0.273,0.444,9,13,0.692,4,17,21,23,9,1,9,20,57,wesleda01
2005,184,Delonte West,SG,21,BOS,7,3,115,11,21,0.524,5,11,0.455,6,10,0.600,0.643,2,4,0.500,2,7,9,4,7,1,2,17,29,westde01
2005,185,Damien Wilkins,SF,25,SEA,7,0,136,16,36,0.444,3,11,0.273,13,25,0.520,0.486,4,9,0.444,9,9,18,3,10,1,8,17,39,wilkida02
2005,186,Jason Williams,PG,29,MEM,4,4,114,28,53,0.528,10,21,0.476,18,32,0.563,0.623,2,2,1.000,1,8,9,21,6,0,8,7,68,willija02
2005,187,Corliss Williamson,PF,31,SAC,5,0,40,6,16,0.375,0,1,0.000,6,15,0.400,0.375,14,18,0.778,4,2,6,3,1,2,4,11,26,willico02
2005,188,Lorenzen Wright,C,29,MEM,4,4,85,16,28,0.571,0,0,,16,28,0.571,0.571,1,2,0.500,6,14,20,9,1,1,2,10,33,wrighlo02
2004,1,Malik Allen,PF,25,MIA,10,0,138,22,49,0.449,0,0,,22,49,0.449,0.449,6,9,0.667,12,18,30,4,2,9,4,21,50,allenma01
2004,2,Rafer Alston,PG,27,MIA,13,0,295,29,91,0.319,12,52,0.231,17,39,0.436,0.385,21,25,0.840,4,25,29,22,5,1,10,22,91,alstora01
2004,3,Chris Andersen,PF,25,DEN,5,0,34,3,9,0.333,0,0,,3,9,0.333,0.333,0,0,,6,8,14,2,1,2,2,3,6,anderch01
2004,4,Kenny Anderson,PG,33,IND,4,0,19,2,7,0.286,0,0,,2,7,0.286,0.286,0,0,,0,1,1,1,1,0,5,3,4,anderke01
2004,5,Shandon Anderson,SG,30,NYK,4,4,117,7,27,0.259,2,7,0.286,5,20,0.250,0.296,1,2,0.500,5,4,9,11,4,1,8,19,17,andersh01
2004,6,Carmelo Anthony,SF,19,DEN,4,4,143,21,64,0.328,2,11,0.182,19,53,0.358,0.344,16,20,0.800,7,26,33,11,5,0,17,11,60,anthoca01
2004,7,Brandon Armstrong,SG,23,NJN,8,0,32,3,12,0.250,0,1,0.000,3,11,0.273,0.250,0,0,,1,1,2,3,1,0,0,4,6,armstbr01
2004,8,Darrell Armstrong,PG,35,NOH,7,0,150,8,34,0.235,5,25,0.200,3,9,0.333,0.309,3,3,1.000,6,9,15,16,6,0,13,10,24,armstda01
2004,9,Chucky Atkins,PG,29,BOS,4,4,133,17,39,0.436,3,10,0.300,14,29,0.483,0.474,17,19,0.895,3,11,14,15,3,0,10,2,54,atkinch01
2004,10,Stacey Augmon,SF,35,NOH,7,0,168,18,48,0.375,0,1,0.000,18,47,0.383,0.375,16,18,0.889,4,15,19,7,6,1,13,13,52,augmost01
2004,11,Vin Baker,PF,32,NYK,4,0,57,8,14,0.571,0,0,,8,14,0.571,0.571,6,9,0.667,6,6,12,1,3,2,2,8,22,bakervi01
2004,12,Marcus Banks,PG,22,BOS,4,0,60,7,16,0.438,2,5,0.400,5,11,0.455,0.500,4,4,1.000,1,6,7,7,2,1,3,9,20,banksma01
2004,13,Dana Barros,SG,36,BOS,1,0,1,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,0,0,0,0,0,0,barroda01
2004,14,Jon Barry,SG,34,DEN,5,1,100,8,24,0.333,3,9,0.333,5,15,0.333,0.396,2,3,0.667,4,14,18,10,3,0,4,4,21,barryjo01
2004,15,Shane Battier,SF,25,MEM,4,0,69,6,15,0.400,3,7,0.429,3,8,0.375,0.500,4,6,0.667,6,6,12,1,0,1,4,17,19,battish01
2004,16,Jonathan Bender,SF,23,IND,16,0,200,28,69,0.406,9,25,0.360,19,44,0.432,0.471,12,16,0.750,10,18,28,7,2,14,12,19,77,bendejo01
2004,17,Mike Bibby,PG,25,SAC,12,12,497,84,196,0.429,24,55,0.436,60,141,0.426,0.490,48,55,0.873,9,41,50,84,23,5,35,40,240,bibbymi01
2004,18,Chauncey Billups*,PG,27,DET,23,23,881,110,286,0.385,37,107,0.346,73,179,0.408,0.449,121,136,0.890,14,56,70,136,31,2,60,57,378,billuch01
2004,19,Mark Blount,C,28,BOS,4,4,145,17,35,0.486,0,0,,17,35,0.486,0.486,14,19,0.737,10,27,37,4,6,8,9,17,48,blounma01
2004,20,Bruce Bowen,SF,32,SAS,10,10,298,23,63,0.365,11,29,0.379,12,34,0.353,0.452,3,13,0.231,6,23,29,10,4,3,4,24,60,bowenbr01
2004,21,Ryan Bowen,PF,28,DEN,4,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,bowenry01
2004,22,Earl Boykins,SG,27,DEN,5,0,121,28,63,0.444,5,14,0.357,23,49,0.469,0.484,6,7,0.857,6,6,12,19,5,1,6,6,67,boykiea01
2004,23,Shawn Bradley,C,31,DAL,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,bradlsh01
2004,24,Devin Brown,SG,25,SAS,9,0,130,18,37,0.486,6,10,0.600,12,27,0.444,0.568,10,17,0.588,4,14,18,9,3,1,7,18,52,brownde02
2004,25,P.J. Brown,PF,34,NOH,7,7,256,26,71,0.366,0,0,,26,71,0.366,0.366,10,11,0.909,29,39,68,15,3,11,13,16,62,brownpj01
2004,26,Kobe Bryant*,SG,25,LAL,22,22,973,190,460,0.413,24,97,0.247,166,363,0.457,0.439,135,166,0.813,18,86,104,121,42,7,61,59,539,bryanko01
2004,27,Rodney Buford,SF,26,SAC,5,0,32,5,12,0.417,1,3,0.333,4,9,0.444,0.458,1,2,0.500,0,5,5,3,2,0,0,2,12,buforro01
2004,28,Caron Butler,SF,23,MIA,13,13,511,59,153,0.386,2,11,0.182,57,142,0.401,0.392,47,57,0.825,18,92,110,31,28,7,23,45,167,butleca01
2004,29,Rasual Butler,SF,24,MIA,10,0,58,9,22,0.409,3,9,0.333,6,13,0.462,0.477,0,0,,0,11,11,2,1,0,1,12,21,butlera01
2004,30,Marcus Camby,C,29,DEN,5,5,194,27,55,0.491,1,2,0.500,26,53,0.491,0.500,8,14,0.571,14,43,57,12,4,7,6,21,63,cambyma01
2004,31,Elden Campbell,C,35,DET,14,0,124,10,35,0.286,0,0,,10,35,0.286,0.286,10,18,0.556,10,15,25,10,6,9,9,28,30,campbel01
2004,32,Maurice Carter,SG,27,NOH,1,0,2,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,0,0,0,0,0,0,cartema01
2004,33,Sam Cassell,PG,34,MIN,16,15,497,94,202,0.465,25,60,0.417,69,142,0.486,0.527,52,61,0.852,3,37,40,70,12,3,43,53,265,cassesa01
2004,34,Kelvin Cato,PF,29,HOU,5,5,148,13,22,0.591,0,0,,13,22,0.591,0.591,3,7,0.429,14,20,34,2,5,4,5,18,29,catoke01
2004,35,Doug Christie,SG,33,SAC,12,12,461,56,141,0.397,13,33,0.394,43,108,0.398,0.443,41,48,0.854,17,57,74,47,22,5,22,35,166,chrisdo01
2004,36,Jason Collins,C,25,NJN,11,11,266,14,38,0.368,0,0,,14,38,0.368,0.368,12,16,0.750,18,26,44,17,3,10,15,49,40,collija04
2004,37,Brian Cook,C,23,LAL,13,0,46,5,15,0.333,0,0,,5,15,0.333,0.333,2,2,1.000,3,9,12,1,1,0,3,7,12,cookbr01
2004,38,Austin Croshere,PF,28,IND,13,2,214,19,55,0.345,8,24,0.333,11,31,0.355,0.418,17,21,0.810,13,27,40,12,4,3,6,17,63,croshau01
2004,39,Marquis Daniels,SG,23,DAL,5,5,184,32,75,0.427,1,7,0.143,31,68,0.456,0.433,14,22,0.636,10,21,31,15,10,3,15,14,79,daniema01
2004,40,Baron Davis,PG,24,NOH,7,7,260,43,114,0.377,16,49,0.327,27,65,0.415,0.447,25,33,0.758,6,23,29,49,11,5,19,21,127,davisba01
2004,41,Ricky Davis,SF,24,BOS,4,0,123,16,40,0.400,4,10,0.400,12,30,0.400,0.450,11,16,0.688,3,9,12,14,2,0,12,7,47,davisri01
2004,42,Tony Delk,SG,30,DAL,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,1,0,0,0,0,delkto01
2004,43,Vlade Divac*,C,35,SAC,12,12,235,31,71,0.437,0,0,,31,71,0.437,0.437,17,23,0.739,22,37,59,22,4,5,14,31,79,divacvl01
2004,44,Michael Doleac,C,26,DEN,5,0,49,5,10,0.500,0,0,,5,10,0.500,0.500,0,0,,2,5,7,3,0,0,1,8,10,doleami01
2004,45,Tim Duncan*,PF,27,SAS,10,10,405,83,159,0.522,0,1,0.000,83,158,0.525,0.522,55,87,0.632,33,80,113,32,8,20,42,34,221,duncati01
2004,46,Francisco Elson,C,27,DEN,4,0,60,7,12,0.583,0,0,,7,12,0.583,0.583,1,2,0.500,1,8,9,2,2,1,3,14,15,elsonfr01
2004,47,Michael Finley,SG,30,DAL,5,5,196,26,68,0.382,7,26,0.269,19,42,0.452,0.434,6,10,0.600,6,10,16,13,4,3,9,8,65,finlemi01
2004,48,Derek Fisher,SG,29,LAL,22,0,507,60,148,0.405,23,55,0.418,37,93,0.398,0.483,23,35,0.657,10,46,56,49,18,0,19,47,166,fishede01
2004,49,Jeff Foster,C,27,IND,16,13,307,25,43,0.581,0,1,0.000,25,42,0.595,0.581,8,10,0.800,44,61,105,12,13,5,13,37,58,fosteje01
2004,50,Rick Fox,SF,34,LAL,16,3,145,8,20,0.400,1,7,0.143,7,13,0.538,0.425,1,2,0.500,6,17,23,18,3,2,9,21,18,foxri01
2004,51,Steve Francis,PG,26,HOU,5,5,222,30,70,0.429,7,17,0.412,23,53,0.434,0.479,29,40,0.725,6,36,42,38,7,1,21,18,96,francst01
2004,52,Dan Gadzuric,C,25,MIL,1,0,9,2,4,0.500,0,0,,2,4,0.500,0.500,0,1,0.000,0,1,1,2,1,0,0,1,4,gadzuda01
2004,53,Kevin Garnett*,PF,27,MIN,18,18,783,168,372,0.452,5,16,0.313,163,356,0.458,0.458,97,125,0.776,39,224,263,92,24,41,75,57,438,garneke01
2004,54,Pau Gasol*,PF,23,MEM,4,4,134,28,49,0.571,0,0,,28,49,0.571,0.571,18,20,0.900,4,16,20,10,4,6,5,10,74,gasolpa01
2004,55,Devean George,SF,26,LAL,22,19,470,43,100,0.430,22,59,0.373,21,41,0.512,0.540,13,20,0.650,11,39,50,11,21,8,11,45,121,georgde01
2004,56,Manu Ginóbili*,SG,26,SAS,10,0,280,42,94,0.447,10,35,0.286,32,59,0.542,0.500,36,44,0.818,15,38,53,31,17,1,21,30,130,ginobma01
2004,57,Brian Grant,C,31,MIA,13,13,399,42,98,0.429,0,1,0.000,42,97,0.433,0.429,8,14,0.571,45,67,112,10,7,8,18,52,92,grantbr01
2004,58,Marcus Haislip,PF,23,MIL,1,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,0,1,0,0,0,0,0,2,haislma01
2004,59,Darvin Ham,SF,30,DET,22,0,108,8,16,0.500,0,1,0.000,8,15,0.533,0.500,0,0,,8,6,14,1,3,4,8,19,16,hamda01
2004,60,Richard Hamilton,SG,25,DET,23,23,924,181,405,0.447,15,39,0.385,166,366,0.454,0.465,117,138,0.848,32,74,106,97,27,1,72,72,494,hamilri01
2004,61,Anfernee Hardaway,SG,32,NYK,4,3,168,23,63,0.365,5,14,0.357,18,49,0.367,0.405,15,18,0.833,4,14,18,23,6,1,10,8,66,hardaan01
